id,line_number,order_number,product_code,product_name,product_barcode,base_uom,package_size,unit_price,discount_rate,tax_rate,total_sales,quantity,confirm_qty,platform,created_time,order_type,create_date,request_delivery_date,logistics_warehouse,ship_to_code,sold_to_code,order_type_short,nestle_plant_no,雀巢产品编码,BU,雀巢产品箱规,雀巢产品箱价,雀巢产品调价
2942,1,1027882936,146570767,雀巢淡奶油250ml,6917878000466,箱,24件/箱,12.7125,0,0.13,1220.4000,96件,96,家乐福,"2021-10-15 11:16:10","标准采购订单
                                 越库",2021-10-14,2021-10-16,昆山花桥1仓,5263213,5263213,HQ,1093 ,12237391,Dairy,24,293,293
