id,order_number,discount_rate,line_number,order_num2,customer_product_code,customer_product_code2,customer_product_name,core_singular,product_barcode,Logistics_warehouse,order_qty,unit_price,total_sales,order_packages,Nestle_Case_Configuration,case_uom,order_create_time,order_create_date,order_expire_date,purchase_qty,confirm_qty,for_delivery_qty,receive_qty,order_status,item_status_code,currency,order_type,delivery_way,received_condition,location_remark,created_time,customer_name,id1,order_number1,order_type1,create_date,order_create_datatime,request_delivery_date,goods_property,department,Logistics_warehouse1,appointment_order_number,order_status1,customer_name1,created_time1
613,1030992107,0,1,,12340505361,,雀巢脆脆鲨巧克力口味威化代可可脂巧克力480g,,6917878073439,苏宁天津市物流库,240,21.876800,5250.432000,10,24件/箱,箱,2022/1/25 16:07:02,2022/1/25 0:00:00,2022/1/27 0:00:00,240,240,,0,已确认,20,CNY,标准采购订单,,未收货,,2022/1/25 16:19:57,家乐福,,,,,,,,,,,,,
