渠道,客户名称,"date_format(`订单日期`, '%Y%m%d')",客户PO,客户产品码,雀巢产品码,区域,产品名称,Nestle_BU,数量,SAP_PO,C4开票价,价差,箱价,TPP扣点,实际扣点,"date_format(`客户要求送货日`, '%Y/%m/%d')",客户价格,雀巢价格,单价价差,产品行价差,订单总金额价差,起送日,物流模式,问题分类,问题详细描述,备注
01 NKA,家乐福,20211202,1028835015,12317000385,12495107,1094,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,1,1028835015YK,98.397200,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,12274250354,12501695,1094,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,Coffee,1,1028835015YK,56.924000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,12316195422,12495109,1094,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,1,1028835015YK,98.397200,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,12174531188,12456722,1094,雀巢(Nestle) 学生奶粉 6-15岁爱思培 青少年 益护因子 益生菌 盒装350g,Dairy,1,1028835015YK,374.886639,0.001439,461.00,0.000000,-0.000004,2021/12/04,43.4110,38.416667,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,12174291489,12461587,1094,雀巢（Nestle）怡跃 成人奶粉 女士高蛋白 高钙高铁 安骼脱脂奶粉 350g,Dairy,1,1028835015YK,365.940000,0.000000,450.00,0.000000,0.000000,2021/12/04,42.3750,37.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,124090636,12479912,1094,雀巢咖啡1+2特浓双豆拼配条装即溶咖啡 91g(7条x13g),Coffee,1,1028835015YK,101.653598,0.003598,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,134997033,12480459,1094,雀巢咖啡1+2无蔗糖添加双豆拼配条装即溶咖啡77g(新口味7条x11g),Coffee,1,1028835015YK,101.653598,0.003598,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,11663157360,12376638,1094,雀巢NIDO有机全脂奶粉900g,Dairy,2,1028835015YK,2771.385600,0.000000,1704.00,0.000000,0.000000,2021/12/04,160.4600,142.00,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,10557275819,12338778,1094,雀巢NIDO脱脂高钙奶粉袋装400g,Dairy,1,1028835015YK,675.764882,-0.004318,831.00,0.000000,0.000006,2021/12/04,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,793465932,12322429,1094,雀巢 鹰麦炼奶低脂185g,Dairy,1,1028835015YK,188.656643,-0.005757,232.00,0.000000,0.000031,2021/12/04,10.9230,9.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,124090533,12478718,1094,雀巢咖啡1+2原味双豆拼配条装即溶咖啡 105g(7条x15g),Coffee,4,1028835015YK,406.614393,0.014393,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,124089590,12479927,1094,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 105g(7条x15g),Coffee,5,1028835015YK,508.267991,0.017991,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835015,12264536057,12481583,1094,雀巢怡运全脂营养奶粉袋装1KG,Dairy,1,1028835015YK,334.226639,0.001439,411.00,-0.048205,-0.007760,2021/12/04,58.0540,51.375,,,,,," ",,
01 NKA,家乐福,20211202,1028835476,10736481741,,1093,雀巢脆脆鲨混合口味威化代可可脂巧克力新年装375g,,5,1028835476YK,,,,,,2021/12/04,31.0750,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835616,12265390619,12477311,1095,雀巢脆脆鲨鲨明治牛奶味威化饼干小粒装77g,Confec.,1,1028835616YK,50.873216,-4.424384,68.00,0.000000,0.080010,2021/12/04,5.8910,5.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835616,12124154262,12457562,1095,雀巢脆脆鲨鲨明治巧克力味威化饼干小粒装77g,Confec.,1,1028835616YK,50.873216,-4.424384,68.00,0.000000,0.080010,2021/12/04,5.8910,5.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835616,12310080005,12497731,1095,雀巢脆脆鲨刻能榛果味威化代可可脂巧克力80g,Confec.,1,1028835616YK,121.004160,-0.162640,149.00,0.000000,0.001342,2021/12/04,7.0060,6.208333,,,,,," ",,
01 NKA,家乐福,20211202,1028835616,11705791791,12331078,1095,雀巢脆脆鲨环球探味南美风香蕉雪芭味威化巧克力（代可可脂）限量版304g,Confec.,1,1028835616YK,282.181839,0.001439,347.00,0.000000,-0.000005,2021/12/04,16.3380,14.458333,,,,,," ",,
01 NKA,家乐福,20211202,1028835616,12310382625,12498720,1095,雀巢脆脆鲨巧克力口味威化代可可脂巧克力分享桶330g,Confec.,2,1028835616YK,287.121490,-8.883310,182.00,0.000000,0.030011,2021/12/04,16.6240,15.166667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835616,12278689676,12484743,1095,雀巢脆脆鲨鲨可棒巧克力味注心饼干60g,Confec.,1,1028835616YK,89.449121,-0.002879,110.00,0.000000,0.000032,2021/12/04,5.1790,4.583333,,,,,," ",,
01 NKA,家乐福,20211202,1028836898,10705580337,,1098,嘉宝有机混合蔬菜营养米粉225G,,1,1028836898YK,,,,,,2021/12/04,57.4420,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,103774181,,1098,雀巢（Nestle）宝贝营养+金装燕麦营养米粉（8-36个月）225克（9包X25克）,,1,1028836898YK,,,,,,2021/12/04,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,103774184,,1098,雀巢什锦水果营养米粉225g,,11,1028836898YK,,,,,,2021/12/04,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,127980359,,1098,雀巢Nestle力多精金装3段幼儿配方奶粉900g克罐装（12-36个月适用）,,4,1028836898YK,,,,,,2021/12/04,139.7430,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,103774182,,1098,雀巢钙铁锌营养米粉225g,,3,1028836898YK,,,,,,2021/12/04,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,127978751,,1098,雀巢(Nestle)力多精金装较大婴儿配方奶粉2段（6-12个月）900g 克,,1,1028836898YK,,,,,,2021/12/04,144.2630,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,125462263,,1098,雀巢金装宝贝营养+胡萝卜营养米粉225g,,5,1028836898YK,,,,,,2021/12/04,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836898,103774183,,1098,雀巢菠菜营养米粉225g,,7,1028836898YK,,,,,,2021/12/04,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835477,11503110098,12424790,1093,雀巢蜂蜜脆谷乐营养谷物食品300g,CPW,1,1028835477YK,191.102000,0.000000,235.00,0.000000,0.000000,2021/12/04,26.5550,23.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,11025951526,,1093,雀巢咖啡特调果萃系列冰甜青苹果风味即溶咖啡饮品88g,,1,1028835477YK,,,,,,2021/12/04,11.4130,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835477,12274147641,12501697,1093,雀巢咖啡特调果萃系列沁风桃桃风味即溶咖啡饮品@10(5x15g)CN,Coffee,1,1028835477YK,54.649919,-2.274081,70.00,0.000000,0.039949,2021/12/04,7.5940,7.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835477,10733404801,12453381,1093,雀巢金牌咖啡至雅柔和100g,Coffee,9,1028835477YK,5701.358154,0.012954,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,10737651795,12481866,1093,雀巢脱脂高钙奶粉袋装400g,Dairy,1,1028835477YK,338.288321,-0.002879,416.00,0.000000,0.000009,2021/12/04,39.1730,34.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,144750704,12453258,1093,雀巢 金牌GOLD 瑞士 进口速溶咖啡100g/瓶,Coffee,1,1028835477YK,633.484239,0.001439,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12174291489,12461587,1093,雀巢（Nestle）怡跃 成人奶粉 女士高蛋白 高钙高铁 安骼脱脂奶粉 350g,Dairy,1,1028835477YK,365.940000,0.000000,450.00,0.000000,0.000000,2021/12/04,42.3750,37.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12333409371,,1093,雀巢咖啡绝对深黑拿铁即溶咖啡饮品126g,,1,1028835477YK,,,,,,2021/12/04,14.0120,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835477,11738016413,12441219,1093,星巴克深度烘焙精品速溶咖啡23克（内含10条）,Coffee,2,1028835477YK,414.573678,-0.158322,255.00,0.000000,0.000382,2021/12/04,36.0050,31.875,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,10595719440,12512172,1093,雀巢全脂高钙奶粉375g,Dairy,1,1028835477YK,402.534000,0.000000,495.00,0.000000,0.000000,2021/12/04,31.0750,27.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12317000385,12495107,1093,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,2,1028835477YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12312533118,12342368,1093,雀巢金牌甄选浓郁速溶咖啡80g,Coffee,1,1028835477YK,675.764882,-0.004318,831.00,0.000000,0.000006,2021/12/04,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,124232772,12483915,1093,雀巢(Nestle)怡养健心中老年奶粉400g,Dairy,2,1028835477YK,842.434900,-26.062700,534.00,0.000000,0.030009,2021/12/04,48.7760,44.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835477,12174531188,12456722,1093,雀巢(Nestle) 学生奶粉 6-15岁爱思培 青少年 益护因子 益生菌 盒装350g,Dairy,2,1028835477YK,749.773279,0.002879,461.00,0.000000,-0.000004,2021/12/04,43.4110,38.416667,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,124230659,12409361,1093,雀巢怡跃高钙营养奶粉 400g,Dairy,2,1028835477YK,629.425436,0.008636,387.00,0.000000,-0.000014,2021/12/04,36.4430,32.25,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12314539036,12500242,1093,雀巢怡养高蛋白高钙中老年奶粉675g,Dairy,5,1028835477YK,1133.442478,-59.521922,293.40,0.000000,0.049894,2021/12/04,52.5000,48.90,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028835477,134997033,12480459,1093,雀巢咖啡1+2无蔗糖添加双豆拼配条装即溶咖啡77g(新口味7条x11g),Coffee,2,1028835477YK,203.307196,0.007196,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12333409373,,1093,雀巢咖啡绝对深黑95%深烘速溶咖啡14.4g,,2,1028835477YK,,,,,,2021/12/04,9.6050,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835477,638040008,12409362,1093,雀巢怡跃高纤高钙高铁脱脂奶400g/袋,Dairy,3,1028835477YK,1244.196000,0.000000,510.00,0.000000,0.000000,2021/12/04,48.0250,42.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,124127666,12477189,1093,雀巢咖啡1+2原味15g*30,Coffee,3,1028835477YK,973.387446,-0.012954,399.00,0.000000,0.000013,2021/12/04,37.5720,33.25,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,124235753,12417587,1093,雀巢优麦 3合1即食牛奶燕麦片400g(10袋x40g),Dairy,3,1028835477YK,807.511918,0.004318,331.00,0.000000,-0.000005,2021/12/04,23.3770,20.6875,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12282378529,12467155,1093,雀巢鹰唛奶酱太妃味100g,Dairy,2,1028835477YK,325.291514,0.011514,200.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,103635916,12498475,1093,雀巢（Nestle）醇品 速溶 黑咖啡 无蔗糖 冲调饮料 瓶装 50g,Coffee,4,1028835477YK,642.430879,-1.623521,198.00,0.000000,0.002521,2021/12/04,18.5980,16.50,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,10557275819,12338778,1093,雀巢NIDO脱脂高钙奶粉袋装400g,Dairy,2,1028835477YK,1351.529764,-0.008636,831.00,0.000000,0.000006,2021/12/04,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,12199333158,12328809,1093,雀巢鷹嘜奶酱浓情太妃味听装350g,Dairy,1,1028835477YK,469.232232,0.015832,577.00,-0.024686,-0.004810,2021/12/04,13.5840,12.020833,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,11738016366,12442059,1093,星巴克中度烘焙精品速溶咖啡23克（内含10条）,Coffee,1,1028835477YK,207.286839,-0.079161,255.00,0.000000,0.000382,2021/12/04,36.0050,31.875,,,,,," ",,
01 NKA,家乐福,20211202,1028835477,134909486,,1093,雀巢蜂蜜脆谷乐谷物早餐300g,,1,1028835477YK,,,,,,2021/12/04,22.9600,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836892,171090014,,1098,雀巢脆脆巧倾芯浓情巧克力味180g,,1,1028836892YK,,,,,,2021/12/04,12.1830,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028835481,146570767,12237391,1093,雀巢淡奶油250ml,Dairy,6,1028835481YK,1317.435815,-112.169785,293.00,0.000000,0.078462,2021/12/04,12.7130,12.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028836894,11503110098,12424790,1098,雀巢蜂蜜脆谷乐营养谷物食品300g,CPW,1,1028836894YK,191.102000,0.000000,235.00,0.000000,0.000000,2021/12/04,26.5550,23.50,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,10581890191,,1098,雀巢脆香牛奶燕麦片绿茶味180g,,1,1028836894YK,,,,,,2021/12/04,22.5670,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,12316195422,12495109,1098,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,1,1028836894YK,98.397200,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12314345846,12495121,1098,雀巢咖啡5杯装 绵醇卡布奇诺口味 95g,Coffee,1,1028836894YK,98.397200,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,10581890190,,1098,雀巢脆香牛奶燕麦片紫薯红豆味180g,,1,1028836894YK,,,,,,2021/12/04,22.5670,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,12301249521,12482260,1098,雀巢怡运水果加纤营养奶粉桃子味200g,Dairy,1,1028836894YK,141.496800,0.000000,174.00,0.000000,0.000000,2021/12/04,19.6620,17.40,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12317000385,12495107,1098,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,1,1028836894YK,98.397200,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12274250354,12501695,1098,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,Coffee,1,1028836894YK,56.924000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12274250339,,1098,雀巢咖啡特调果萃系列草莓雪酪风味即溶咖啡饮品@10(5x19g)CN,,1,1028836894YK,,,,,,2021/12/04,7.9100,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,11025951620,12404815,1098,雀巢咖啡特调果萃系列椰香凤梨风味即溶咖啡饮品120g,Coffee,11,1028836894YK,903.465200,-4553.106800,610.00,0.000000,0.834426,2021/12/04,11.4130,61.00,,,,,,"产品箱规不一致
价格差异","客户系统产品包装规格和雀巢包装规格不一致，客户箱规：10， 雀巢箱规：12
不符合价差检查标准",
01 NKA,家乐福,20211202,1028836894,11631130977,12430466,1098,雀巢（Nestle）金牌挂耳咖啡 手冲大师 深度烘焙 45g,Coffee,1,1028836894YK,146.376000,0.000000,180.00,0.000000,0.000000,2021/12/04,16.9500,15.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12174531188,12456722,1098,雀巢(Nestle) 学生奶粉 6-15岁爱思培 青少年 益护因子 益生菌 盒装350g,Dairy,1,1028836894YK,374.886639,0.001439,461.00,0.000000,-0.000004,2021/12/04,43.4110,38.416667,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,638040008,12409362,1098,雀巢怡跃高纤高钙高铁脱脂奶400g/袋,Dairy,1,1028836894YK,414.732000,0.000000,510.00,0.000000,0.000000,2021/12/04,48.0250,42.50,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,104431708,12495353,1098,雀巢（Nestle）咖啡伴侣瓶装200g,Coffee,1,1028836894YK,148.819918,0.004318,183.00,0.000000,-0.000029,2021/12/04,17.2330,15.25,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,103635812,12495343,1098,雀巢 咖啡伴侣 400g,Coffee,1,1028836894YK,258.597600,0.000000,318.00,0.000000,0.000000,2021/12/04,29.9450,26.50,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12232646300,12462259,1098,雀巢金牌手冲大师北寻·浅光研磨咖啡63g,Coffee,1,1028836894YK,315.524479,0.002879,388.00,0.000000,-0.000009,2021/12/04,36.5370,32.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,10733404800,12453276,1098,雀巢金牌咖啡至醇浓郁100g,Coffee,1,1028836894YK,633.484239,0.001439,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,124235278,9122238,1098,雀巢 鹰麦炼奶巧克力味 185g,Dairy,5,1028836894YK,896.822867,-46.489133,232.00,0.000000,0.049283,2021/12/04,10.3850,9.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028836894,12333409373,12502717,1098,雀巢咖啡绝对深黑95%深烘速溶咖啡14.4g,Coffee,1,1028836894YK,103.683000,0.406600,127.00,0.000000,-0.003937,2021/12/04,9.6050,8.466667,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,124235753,12417587,1098,雀巢优麦 3合1即食牛奶燕麦片400g(10袋x40g),Dairy,1,1028836894YK,269.170639,0.001439,331.00,0.000000,-0.000005,2021/12/04,23.3770,20.6875,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11663157286,,1098,雀巢1+2原味60条15g*60,,2,1028836894YK,,,,,,2021/12/04,55.2290,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,10595719440,12512172,1098,雀巢全脂高钙奶粉375g,Dairy,1,1028836894YK,402.534000,0.000000,495.00,0.000000,0.000000,2021/12/04,31.0750,27.50,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12274250358,12501675,1098,雀巢咖啡特调果萃系列热情百香果风味即溶咖啡饮品@10(5x15g)CN,Coffee,2,1028836894YK,113.848000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11724419143,12431506,1098,雀巢营养早餐谷物食品迷你装27g*4,CPW,1,1028836894YK,199.226804,-8.139196,255.00,0.000000,0.039250,2021/12/04,13.8420,12.75,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028836894,140159528,,1098,雀巢金牌法式烘焙咖啡礼盒150g,,4,1028836894YK,,,,,,2021/12/04,168.9350,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,12333409380,12505188,1098,雀巢咖啡绝对深黑拿铁即溶咖啡饮品360g,Coffee,1,1028836894YK,551.340964,-0.008636,678.00,0.000000,0.000016,2021/12/04,31.9220,28.25,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11631131058,12430465,1098,雀巢（Nestle) 金牌挂耳咖啡 手冲大师 中度烘焙 45g,Coffee,2,1028836894YK,292.752000,0.000000,180.00,0.000000,0.000000,2021/12/04,16.9500,15.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,144750704,12453258,1098,雀巢 金牌GOLD 瑞士 进口速溶咖啡100g/瓶,Coffee,2,1028836894YK,1266.968479,0.002879,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11663157360,12376638,1098,雀巢NIDO有机全脂奶粉900g,Dairy,3,1028836894YK,4157.078400,0.000000,1704.00,0.000000,0.000000,2021/12/04,160.4600,142.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,144750705,12453277,1098,雀巢(NESTLE)金 牌GOLD 瑞士原装进口 进口速溶咖啡50g,Coffee,3,1028836894YK,1051.471918,0.004318,431.00,0.000000,-0.000004,2021/12/04,40.5860,35.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11317088726,12419006,1098,雀巢咖啡特调系列桂花板栗风味即溶咖啡饮品15g*8,Coffee,4,1028836894YK,328.532800,0.000000,101.00,0.000000,0.000000,2021/12/04,11.4130,10.10,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,11663158828,,1098,雀巢纤怡果麦萃蜂蜜燕麦口味300g,,3,1028836894YK,,,,,,2021/12/04,31.9700,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,103635916,12498475,1098,雀巢（Nestle）醇品 速溶 黑咖啡 无蔗糖 冲调饮料 瓶装 50g,Coffee,4,1028836894YK,642.430879,-1.623521,198.00,0.000000,0.002521,2021/12/04,18.5980,16.50,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,104431706,12498467,1098,雀巢咖啡 醇品 速溶咖啡 36g/盒(1.8gx20包),Coffee,1,1028836894YK,458.627528,-0.017272,564.00,0.000000,0.000038,2021/12/04,13.2770,11.75,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,134908471,,1098,雀巢可可味滋滋谷物早餐300g,,6,1028836894YK,,,,,,2021/12/04,22.9600,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,11663158121,,1098,雀巢鹰唛炼奶小条装 5X20g,,16,1028836894YK,,,,,,2021/12/04,8.0230,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,12314539036,12500242,1098,雀巢怡养高蛋白高钙中老年奶粉675g,Dairy,1,1028836894YK,238.592880,0.000000,293.40,0.000000,0.000000,2021/12/04,55.2570,48.90,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,12279129751,12496119,1098,雀巢怡养益护因子中老年奶粉1400g,Dairy,2,1028836894YK,590.871120,-12.523280,371.00,0.000000,0.020755,2021/12/04,136.8430,123.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028836894,12274147641,12501697,1098,雀巢咖啡特调果萃系列沁风桃桃风味即溶咖啡饮品@10(5x15g)CN,Coffee,6,1028836894YK,341.544000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,617568833,,1098,雀巢怡养金装高纤二合一中老年燕麦片350g,,4,1028836894YK,,,,,,2021/12/04,21.3290,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,11025951526,,1098,雀巢咖啡特调果萃系列冰甜青苹果风味即溶咖啡饮品88g,,7,1028836894YK,,,,,,2021/12/04,11.4130,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,124127666,12477189,1098,雀巢咖啡1+2原味15g*30,Coffee,6,1028836894YK,1946.774893,119.674093,379.05,0.050000,-0.049986,2021/12/04,37.5720,31.5875,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028836894,11738016413,12441219,1098,星巴克深度烘焙精品速溶咖啡23克（内含10条）,Coffee,1,1028836894YK,207.396225,0.030225,255.00,0.000000,-0.000146,2021/12/04,36.0240,31.875,,,,,," ",,
01 NKA,家乐福,20211202,1028836894,134909486,,1098,雀巢蜂蜜脆谷乐谷物早餐300g,,1,1028836894YK,,,,,,2021/12/04,22.9600,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028836894,134910653,,1098,雀巢脆谷乐谷物早餐300g,,1,1028836894YK,,,,,,2021/12/04,22.9600,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028839343,12124154316,12456436,1095,雀巢脆脆鲨鲨明治芝士味小粒装威化饼干77g,Confec.,1,1028839343YK,50.873216,-4.424384,68.00,0.000000,0.080010,2021/12/04,5.8910,5.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839343,12124154262,12457562,1095,雀巢脆脆鲨鲨明治巧克力味威化饼干小粒装77g,Confec.,2,1028839343YK,101.746433,-8.848767,68.00,0.000000,0.080010,2021/12/04,5.8910,5.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839343,12265390619,12477311,1095,雀巢脆脆鲨鲨明治牛奶味威化饼干小粒装77g,Confec.,2,1028839343YK,101.746433,-8.848767,68.00,0.000000,0.080010,2021/12/04,5.8910,5.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839345,10137148488,12356310,1095,嘉宝有机香蕉苹果营养米粉225g,Nutrition,1,1028839345YK,483.040800,-13.011200,610.00,0.000000,0.026230,2021/12/04,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839345,10137162929,12356311,1095,嘉宝有机原味营养米粉225G,Nutrition,1,1028839345YK,483.040800,-13.011200,610.00,0.000000,0.026230,2021/12/04,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
