渠道,客户名称,"date_format(`订单日期`, '%Y%m%d')",客户PO,客户产品码,雀巢产品码,区域,产品名称,Nestle_BU,数量,SAP_PO,C4开票价,价差,箱价,TPP扣点,实际扣点,"date_format(`客户要求送货日`, '%Y/%m/%d')",客户价格,雀巢价格,单价价差,产品行价差,订单总金额价差,起送日,物流模式,问题分类,问题详细描述,备注
01 NKA,家乐福,20211202,1028839345,11355068509,12413468,1095,嘉宝菠菜番茄泡芙49克,Nutrition,2,1028839345YK,663.571200,0.000000,408.00,0.000000,0.000000,2021/12/04,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,11348652529,12413486,1095,嘉宝梨桃子泡芙49克,Nutrition,2,1028839345YK,663.571200,0.000000,408.00,0.000000,0.000000,2021/12/04,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,103630807,12433035,1095,Nestle雀巢能恩金装成长4段（3岁以上）儿童奶粉900g克,Nutrition,4,1028839345YK,2664.043200,0.000000,819.00,0.000000,0.000000,2021/12/04,154.2450,136.50,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,10705580337,12356279,1095,嘉宝有机混合蔬菜营养米粉225G,Nutrition,4,1028839345YK,1984.219514,0.011514,610.00,0.000000,-0.000006,2021/12/04,57.4420,50.833333,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,11348652498,12413497,1095,嘉宝苹果草莓泡芙49克,Nutrition,4,1028839345YK,1327.142400,0.000000,408.00,0.000000,0.000000,2021/12/04,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,11355068501,12413496,1095,嘉宝苹果香蕉泡芙49克,Nutrition,5,1028839345YK,1658.928000,0.000000,408.00,0.000000,0.000000,2021/12/04,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,11355077391,12413352,1095,嘉宝香蕉橙子泡芙49克,Nutrition,5,1028839345YK,1658.928000,0.000000,408.00,0.000000,0.000000,2021/12/04,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,600017408,12357766,1095,雀巢Nestle超启能恩3幼儿配方奶粉 3段（12-36个月）800克 德国,Nutrition,11,1028839345YK,12836.346168,-0.015832,1435.00,0.000000,0.000001,2021/12/04,270.2580,239.166667,,,,,," ",,
01 NKA,家乐福,20211202,1028839345,12298074190,12467531,1095,雀巢 超启能恩4段 （3岁以上使用） 800克,Nutrition,12,1028839345YK,13290.940800,0.000000,1362.00,0.000000,0.000000,2021/12/04,256.5100,227.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839344,12316196118,12498226,1095,雀巢爱思培学生力跃奶粉350g,Dairy,11,1028839344YK,3917.997600,-205.739600,461.00,0.000000,0.049892,2021/12/04,41.2450,38.416667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839486,12274250354,12501695,1094,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,Coffee,1,1028839486YK,56.924000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12274250358,12501675,1094,雀巢咖啡特调果萃系列热情百香果风味即溶咖啡饮品@10(5x15g)CN,Coffee,1,1028839486YK,56.924000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11738016014,,1094,星巴克香草风味拿铁精品即溶咖啡饮品86克（内含4条）,,1,1028839486YK,,,,,,2021/12/04,28.0010,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028839486,12301248099,12482249,1094,雀巢怡运水果加纤营养奶粉草莓味200g,Dairy,1,1028839486YK,141.496800,0.000000,174.00,0.000000,0.000000,2021/12/04,19.6620,17.40,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11738016237,,1094,星巴克卡布奇诺精品即溶咖啡饮品56克（内含4条）,,1,1028839486YK,,,,,,2021/12/04,28.0010,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028839486,11738016046,,1094,星巴克焦糖风味拿铁精品即溶咖啡饮品86克（内含4条）,,1,1028839486YK,,,,,,2021/12/04,28.0010,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028839486,103635918,12494598,1094,雀巢咖啡 醇品 200g,Coffee,1,1028839486YK,574.087536,-0.031664,706.00,0.000000,0.000055,2021/12/04,66.4780,58.833333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11663157360,12376638,1094,雀巢NIDO有机全脂奶粉900g,Dairy,1,1028839486YK,1385.692800,0.000000,1704.00,0.000000,0.000000,2021/12/04,160.4600,142.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,144750705,12453277,1094,雀巢(NESTLE)金 牌GOLD 瑞士原装进口 进口速溶咖啡50g,Coffee,1,1028839486YK,350.490639,0.001439,431.00,0.000000,-0.000004,2021/12/04,40.5860,35.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12232655239,12462280,1094,雀巢金牌手冲大师南意·夏浓研磨咖啡63g,Coffee,1,1028839486YK,315.524479,0.002879,388.00,0.000000,-0.000009,2021/12/04,36.5370,32.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,10612011973,12361469,1094,雀巢咖啡1+2原味42条 15g*42,Coffee,1,1028839486YK,444.818961,-0.001439,547.00,0.000000,0.000003,2021/12/04,51.5090,45.583333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,104431708,12495353,1094,雀巢（Nestle）咖啡伴侣瓶装200g,Coffee,1,1028839486YK,148.819918,0.004318,183.00,0.000000,-0.000029,2021/12/04,17.2330,15.25,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,10733404800,12453276,1094,雀巢金牌咖啡至醇浓郁100g,Coffee,1,1028839486YK,633.484239,0.001439,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,103635916,12498475,1094,雀巢（Nestle）醇品 速溶 黑咖啡 无蔗糖 冲调饮料 瓶装 50g,Coffee,1,1028839486YK,160.607720,-0.405880,198.00,0.000000,0.002521,2021/12/04,18.5980,16.50,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12232646300,12462259,1094,雀巢金牌手冲大师北寻·浅光研磨咖啡63g,Coffee,1,1028839486YK,315.524479,0.002879,388.00,0.000000,-0.000009,2021/12/04,36.5370,32.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,10733404801,12453381,1094,雀巢金牌咖啡至雅柔和100g,Coffee,1,1028839486YK,633.484239,0.001439,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,139505337,12361074,1094,雀巢NIDO速溶全脂高钙调制乳粉900g,Dairy,1,1028839486YK,820.517361,-0.001439,1009.00,0.000000,0.000002,2021/12/04,95.0140,84.083333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12174291489,12461587,1094,雀巢（Nestle）怡跃 成人奶粉 女士高蛋白 高钙高铁 安骼脱脂奶粉 350g,Dairy,1,1028839486YK,365.940000,0.000000,450.00,0.000000,0.000000,2021/12/04,42.3750,37.50,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,103635917,12494683,1094,雀巢咖啡醇品100g,Coffee,1,1028839486YK,305.766079,0.002879,376.00,0.000000,-0.000009,2021/12/04,35.4070,31.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,103635812,12495343,1094,雀巢 咖啡伴侣 400g,Coffee,1,1028839486YK,258.597600,0.000000,318.00,0.000000,0.000000,2021/12/04,29.9450,26.50,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,144750704,12453258,1094,雀巢 金牌GOLD 瑞士 进口速溶咖啡100g/瓶,Coffee,1,1028839486YK,633.484239,0.001439,779.00,0.000000,-0.000002,2021/12/04,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12232655224,12462258,1094,雀巢金牌手冲大师富士·雅酌研磨咖啡63g,Coffee,1,1028839486YK,315.524479,0.002879,388.00,0.000000,-0.000009,2021/12/04,36.5370,32.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12333409373,12502717,1094,雀巢咖啡绝对深黑95%深烘速溶咖啡14.4g,Coffee,1,1028839486YK,103.683000,0.406600,127.00,0.000000,-0.003937,2021/12/04,9.6050,8.466667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12333409371,12505197,1094,雀巢咖啡绝对深黑拿铁即溶咖啡饮品126g,Coffee,1,1028839486YK,151.255200,0.000000,186.00,0.000000,0.000000,2021/12/04,14.0120,12.40,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,191291942,12326607,1094,雀巢金牌丝滑拿铁条装即溶咖啡饮品(20x20g),Coffee,1,1028839486YK,475.726318,0.004318,585.00,0.000000,-0.000009,2021/12/04,41.3160,36.5625,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,135000912,12326620,1094,雀巢咖啡 馆藏系列 臻享白咖啡580g(20条x29g),Coffee,1,1028839486YK,475.726318,0.004318,585.00,0.000000,-0.000009,2021/12/04,41.3160,36.5625,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12314345846,12495121,1094,雀巢咖啡5杯装 绵醇卡布奇诺口味 95g,Coffee,2,1028839486YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12317000385,12495107,1094,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,2,1028839486YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12274250339,12501705,1094,雀巢咖啡特调果萃系列草莓雪酪风味即溶咖啡饮品@10(5x19g)CN,Coffee,2,1028839486YK,113.848000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12316195422,12495109,1094,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,2,1028839486YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11631130977,12430466,1094,雀巢（Nestle）金牌挂耳咖啡 手冲大师 深度烘焙 45g,Coffee,2,1028839486YK,292.752000,0.000000,180.00,0.000000,0.000000,2021/12/04,16.9500,15.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,146225709,9123040,1094,雀巢 鹰麦炼奶草莓味 185g,Dairy,1,1028839486YK,188.656643,-0.005757,232.00,0.000000,0.000031,2021/12/04,10.9230,9.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12276599896,12342577,1094,雀巢日式金牌咖啡原味80g,Coffee,1,1028839486YK,675.764882,-0.004318,831.00,0.000000,0.000006,2021/12/04,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11631131058,12430465,1094,雀巢（Nestle) 金牌挂耳咖啡 手冲大师 中度烘焙 45g,Coffee,2,1028839486YK,292.752000,0.000000,180.00,0.000000,0.000000,2021/12/04,16.9500,15.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12333409380,12505188,1094,雀巢咖啡绝对深黑拿铁即溶咖啡饮品360g,Coffee,1,1028839486YK,551.340964,-0.008636,678.00,0.000000,0.000016,2021/12/04,31.9220,28.25,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,10836368786,12401216,1094,雀巢金牌至臻原味黑咖啡粉条装12g(6条*2g),Coffee,2,1028839486YK,177.274721,-0.002879,109.00,0.000000,0.000016,2021/12/04,10.2640,9.083333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124235278,9122238,1094,雀巢 鹰麦炼奶巧克力味 185g,Dairy,1,1028839486YK,188.656643,-0.005757,232.00,0.000000,0.000031,2021/12/04,10.9230,9.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124222711,12413057,1094,雀巢咖啡 馆藏系列 卡布奇诺228g,Coffee,2,1028839486YK,489.543521,30.097121,285.95,0.050000,-0.049994,2021/12/04,28.3440,23.829167,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839486,10557881569,12342813,1094,雀巢NIDO全脂高钙奶粉立袋装900g,Dairy,2,1028839486YK,1319.007521,-0.002879,811.00,0.000000,0.000002,2021/12/04,76.3690,67.583333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12274147641,12501697,1094,雀巢咖啡特调果萃系列沁风桃桃风味即溶咖啡饮品@10(5x15g)CN,Coffee,3,1028839486YK,170.772000,0.000000,70.00,0.000000,0.000000,2021/12/04,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12174531188,12456722,1094,雀巢(Nestle) 学生奶粉 6-15岁爱思培 青少年 益护因子 益生菌 盒装350g,Dairy,3,1028839486YK,1124.659918,0.004318,461.00,0.000000,-0.000004,2021/12/04,43.4110,38.416667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124089590,12479927,1094,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 105g(7条x15g),Coffee,3,1028839486YK,304.960795,0.010795,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12264536057,12481583,1094,雀巢怡运全脂营养奶粉袋装1KG,Dairy,6,1028839486YK,2005.359836,0.008636,411.00,-0.048205,-0.007760,2021/12/04,58.0540,51.375,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,10557275819,12338778,1094,雀巢NIDO脱脂高钙奶粉袋装400g,Dairy,2,1028839486YK,1351.529764,-0.008636,831.00,0.000000,0.000006,2021/12/04,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,104431706,12498467,1094,雀巢咖啡 醇品 速溶咖啡 36g/盒(1.8gx20包),Coffee,1,1028839486YK,458.627528,-0.017272,564.00,0.000000,0.000038,2021/12/04,13.2770,11.75,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124222151,12412960,1094,雀巢咖啡卡布奇诺咖啡(附香浓可可粉)95g,Coffee,5,1028839486YK,491.986000,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,103724689,12368832,1094,雀巢咖啡 馆藏系列 丝滑拿铁100g(5条x20g),Coffee,5,1028839486YK,491.986000,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124222834,12368771,1094,雀巢咖啡 睿雅摩卡105g(5条*21g),Coffee,5,1028839486YK,491.986000,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11684453185,12476568,1094,雀巢怡养LiveATwo配方奶粉750g,Dairy,1,1028839486YK,589.571439,0.001439,725.00,0.000000,-0.000002,2021/12/04,136.5420,120.833333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11129878139,12477039,1094,雀巢怡养脑力加油站TM配方奶粉800g,Dairy,1,1028839486YK,589.571439,0.001439,725.00,0.000000,-0.000002,2021/12/04,136.5420,120.833333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11824844499,12443652,1094,星巴克Origami 特选综合便携式滴滤咖啡（研磨咖啡）45克（内含5包）,Coffee,1,1028839486YK,172.399839,0.001439,212.00,0.000000,-0.000008,2021/12/04,39.9270,35.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11829185855,12443626,1094,星巴克Origami 佛罗娜便携式滴滤咖啡（研磨咖啡）45克（内含5包）（深度烘培）,Coffee,1,1028839486YK,172.399839,0.001439,212.00,0.000000,-0.000008,2021/12/04,39.9270,35.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,140159806,12077571,1094,雀巢咖啡礼盒醇品200g+咖啡伴侣400g,Coffee,1,1028839486YK,500.929761,-0.001439,616.00,0.000000,0.000003,2021/12/04,116.0130,102.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124090636,12479912,1094,雀巢咖啡1+2特浓双豆拼配条装即溶咖啡 91g(7条x13g),Coffee,4,1028839486YK,406.614393,0.014393,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,124090533,12478718,1094,雀巢咖啡1+2原味双豆拼配条装即溶咖啡 105g(7条x15g),Coffee,4,1028839486YK,406.614393,0.014393,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,134997033,12480459,1094,雀巢咖啡1+2无蔗糖添加双豆拼配条装即溶咖啡77g(新口味7条x11g),Coffee,4,1028839486YK,406.614393,0.014393,125.00,0.000000,-0.000035,2021/12/04,9.4170,8.333333,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,12314539036,12500242,1094,雀巢怡养高蛋白高钙中老年奶粉675g,Dairy,10,1028839486YK,2385.928800,0.000000,293.40,0.000000,0.000000,2021/12/04,55.2570,48.90,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,793465932,12322429,1094,雀巢 鹰麦炼奶低脂185g,Dairy,3,1028839486YK,565.969928,-0.017272,232.00,0.000000,0.000031,2021/12/04,10.9230,9.666667,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11738016413,12441219,1094,星巴克深度烘焙精品速溶咖啡23克（内含10条）,Coffee,1,1028839486YK,207.286839,-0.079161,255.00,0.000000,0.000382,2021/12/04,36.0050,31.875,,,,,," ",,
01 NKA,家乐福,20211202,1028839486,11738016366,12442059,1094,星巴克中度烘焙精品速溶咖啡23克（内含10条）,Coffee,1,1028839486YK,207.286839,-0.079161,255.00,0.000000,0.000382,2021/12/04,36.0050,31.875,,,,,," ",,
01 NKA,家乐福,20211202,1028839485,12234209188,,1094,雀巢威化代可可脂巧克力脆脆鲨250g,,1,1028839485YK,,,,,,2021/12/04,14.8600,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211202,1028839380,638040025,12413033,1094,雀巢学生奶粉（调制乳粉）400g（内装16条）中小学生,Dairy,16,1028839380CH,5499.385181,-4.352419,423.00,0.000000,0.000791,2021/12/04,39.8010,35.25,,,,,," ",,
01 NKA,家乐福,20211202,1028839380,122493491,12492096,1094,雀巢全家营养奶粉枕装300g,Dairy,24,1028839380CH,3246.075628,-462.116372,190.00,0.000000,0.124620,2021/12/04,15.6620,15.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839380,103635356,9122040,1094,雀巢鹰唛炼奶原味185g,Dairy,20,1028839380CH,3587.291469,-185.956531,232.00,0.000000,0.049283,2021/12/04,10.3850,9.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839383,134553454,12457091,1094,雀巢脆脆鲨花生味威化24+8条促销装(24+8)x20g,Confec.,9,1028839383CH,4540.505798,-238.670602,653.00,0.000000,0.049940,2021/12/04,29.2100,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839383,134517659,12457589,1094,雀巢脆脆鲨巧克力威化24条送8条促销装640克（24*20克+8*20克）,Confec.,18,1028839383CH,9081.011596,-477.341204,653.00,0.000000,0.049940,2021/12/04,29.2100,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028839383,134553766,12457092,1094,雀巢脆脆鲨牛奶味威化(24+8)条促销装640g((24+8)x20g)/盒,Confec.,18,1028839383CH,9081.011596,-477.341204,653.00,0.000000,0.049940,2021/12/04,29.2100,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028840874,134553766,12457092,1093,雀巢脆脆鲨牛奶味威化(24+8)条促销装640g((24+8)x20g)/盒,Confec.,6,1028840874HQ,3027.003865,-159.113735,653.00,0.000000,0.049940,2021/12/04,29.2100,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028841271,193290839,12417445,1093,雀巢优麦燕麦配方麦片500g,Dairy,1,1028841271YK,200.860400,28.462000,212.00,0.000000,-0.165094,2021/12/04,27.9110,21.20,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028841271,139505337,12361074,1093,雀巢NIDO速溶全脂高钙调制乳粉900g,Dairy,1,1028841271YK,820.517361,-0.001439,1009.00,0.000000,0.000002,2021/12/04,95.0140,84.083333,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,144750705,12453277,1093,雀巢(NESTLE)金 牌GOLD 瑞士原装进口 进口速溶咖啡50g,Coffee,1,1028841271YK,350.490639,0.001439,431.00,0.000000,-0.000004,2021/12/04,40.5860,35.916667,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,104431708,12495353,1093,雀巢（Nestle）咖啡伴侣瓶装200g,Coffee,1,1028841271YK,148.819918,0.004318,183.00,0.000000,-0.000029,2021/12/04,17.2330,15.25,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,135000912,12326620,1093,雀巢咖啡 馆藏系列 臻享白咖啡580g(20条x29g),Coffee,1,1028841271YK,475.726318,0.004318,585.00,0.000000,-0.000009,2021/12/04,41.3160,36.5625,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,12264536057,12481583,1093,雀巢怡运全脂营养奶粉袋装1KG,Dairy,2,1028841271YK,668.453279,0.002879,411.00,-0.048205,-0.007760,2021/12/04,58.0540,51.375,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,12316195422,12495109,1093,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,2,1028841271YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,12317000385,12495107,1093,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,2,1028841271YK,196.794400,0.000000,121.00,0.000000,0.000000,2021/12/04,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,638040026,12413019,1093,雀巢学生奶粉（调制乳粉）1000g 中小学生,Dairy,4,1028841271YK,1980.955200,0.000000,609.00,0.000000,0.000000,2021/12/04,114.6950,101.50,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,11738016046,12470632,1093,星巴克焦糖风味拿铁精品即溶咖啡饮品86克（内含4条）,Coffee,3,1028841271YK,604.524244,-0.496556,248.00,0.000000,0.000821,2021/12/04,28.0010,24.80,,,,,," ",,
01 NKA,家乐福,20211202,1028841271,124232772,12483915,1093,雀巢(Nestle)怡养健心中老年奶粉400g,Dairy,4,1028841271YK,1684.869800,-52.125400,534.00,0.000000,0.030009,2021/12/04,48.7760,44.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211202,1028841271,124235753,12417587,1093,雀巢优麦 3合1即食牛奶燕麦片400g(10袋x40g),Dairy,3,1028841271YK,807.511918,0.004318,331.00,0.000000,-0.000005,2021/12/04,23.3770,20.6875,,,,,," ",,
01 NKA,家乐福,20211203,1028801019,124231084,12409460,1098,雀巢 高钙营养奶粉 850g/罐,Dairy,10,1028801019CH,,,401.00,,,2021/12/04,75.5220,,,,,,,"订单修改RDD
送货日异常","客户网站交货日期被修改
送货日异常",
01 NKA,家乐福,20211203,1028801019,140665104,12329778,1098,雀巢 怡养健心中老年奶粉800g,Dairy,10,1028801019CH,,,545.00,,,2021/12/04,102.6420,,,,,,,"订单修改RDD
送货日异常","客户网站交货日期被修改
送货日异常",
01 NKA,家乐福,20211203,1028822584,11663157370,12476896,1098,雀巢咖啡1+2原味900g,Coffee,10,1028822584CH,,,447.45,,,2021/12/04,66.5290,,,,,,,"订单修改RDD
送货日异常","客户网站交货日期被修改
送货日异常",
01 NKA,家乐福,20211203,1028852248,11503110098,12424790,7282,雀巢蜂蜜脆谷乐营养谷物食品300g,CPW,1,1028852248YK,191.102000,0.000000,235.00,0.000000,0.000000,2021/12/06,26.5550,23.50,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,11272864621,12410141,7282,雀巢可可味滋滋营养早餐谷物食品330g,CPW,1,1028852248YK,166.137480,-24.964520,235.00,0.000000,0.130635,2021/12/06,23.0860,23.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,11272864621,12495904,7282,雀巢可可味滋滋营养早餐谷物食品330g,CPW,1,1028852248YK,166.137480,-24.964520,235.00,0.000000,0.130635,2021/12/06,23.0860,23.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,103635672,12417419,7282,雀巢优麦 高钙配方麦片600g(20袋x30g),Dairy,1,1028852248YK,190.814142,18.415742,212.00,0.000000,-0.106821,2021/12/06,26.5150,21.20,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,103724689,12368832,7282,雀巢咖啡 馆藏系列 丝滑拿铁100g(5条x20g),Coffee,1,1028852248YK,93.474821,-4.922379,121.00,0.000000,0.050026,2021/12/06,12.9890,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12274250339,12501705,7282,雀巢咖啡特调果萃系列草莓雪酪风味即溶咖啡饮品@10(5x19g)CN,Coffee,10,1028852248YK,546.499186,-22.740814,70.00,0.000000,0.039949,2021/12/06,7.5940,7.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124222711,12413057,7282,雀巢咖啡 馆藏系列 卡布奇诺228g,Coffee,1,1028852248YK,232.534900,2.811700,285.95,0.050000,0.002630,2021/12/06,26.9270,23.829167,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,134995883,12477184,7282,雀巢咖啡1+2无蔗糖添加双豆拼配条装即溶咖啡330g(新口味30条x11g）,Coffee,1,1028852248YK,308.365440,3.848640,379.05,0.050000,0.002236,2021/12/06,35.7080,31.5875,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,12232646300,12462259,7282,雀巢金牌手冲大师北寻·浅光研磨咖啡63g,Coffee,1,1028852248YK,299.746959,-15.774641,388.00,0.000000,0.049995,2021/12/06,34.7100,32.333333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,104431708,12495353,7282,雀巢（Nestle）咖啡伴侣瓶装200g,Coffee,1,1028852248YK,141.375899,-7.439701,183.00,0.000000,0.049993,2021/12/06,16.3710,15.25,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,144750704,12453258,7282,雀巢 金牌GOLD 瑞士 进口速溶咖啡100g/瓶,Coffee,1,1028852248YK,601.808300,-31.674500,779.00,0.000000,0.050001,2021/12/06,69.6880,64.916667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12174291489,12461587,7282,雀巢（Nestle）怡跃 成人奶粉 女士高蛋白 高钙高铁 安骼脱脂奶粉 350g,Dairy,1,1028852248YK,347.640841,-18.299159,450.00,0.000000,0.050006,2021/12/06,40.2560,37.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12232655224,12462258,7282,雀巢金牌手冲大师富士·雅酌研磨咖啡63g,Coffee,1,1028852248YK,299.746959,-15.774641,388.00,0.000000,0.049995,2021/12/06,34.7100,32.333333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12333409373,12502717,7282,雀巢咖啡绝对深黑95%深烘速溶咖啡14.4g,Coffee,1,1028852248YK,98.501549,-4.774851,127.00,0.000000,0.046234,2021/12/06,9.1250,8.466667,,,,,,价格差异,不符合价差检查标准,
