Order Date,PO No.,WMDC,Order type（Promotional Event）,Nestle BU,是否为手工单,是否为稳定库存,Order qty,起送日,MABD,order category,Exception category,Item Type,Customer order Item,原始MABD,新MABD,沃尔玛产品编码,雀巢产品编码,Material Description,原单箱规,原订单数量,修改后订单数量,雀巢数量,雀巢价格,沃尔玛价格,Exception reason
11/16/2021,7026578135,TJDC,POS REPLEN,,,,509,11/09/2021,11/14/2021,exception,问题订单,Order,58,,11/14/2021,,,,,,,,,,问题订单
11/16/2021,7026580521,WHDC,STOF4,,,,1,11/04/2021,11/11/2021,exception,STOF4订单,Order,1,,11/11/2021,,,,,,,,,,STOF4订单
11/16/2021,7150562910,GZDC,STO,,,,1,10/26/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,1,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,7150562941,GZDC,STO,,,,2,10/27/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,1,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,7150563029,GZDC,STOF4,,,,3,11/02/2021,11/08/2021,exception,STOF4订单,Order,1,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,7150563087,GZDC,STO,,,,3,11/08/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,7550292873,CDDC,SYSOS,,,稳定,10,11/01/2021,11/04/2021,clean,,Order,1,,11/04/2021,,,,,,,,,,
11/16/2021,7550292876,CDDC,REGPRO2124,,,稳定,25,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,2,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,7600562001,TJDC,STOF4,,,,1,11/08/2021,11/14/2021,exception,STOF4订单,Order,1,,11/14/2021,,,,,,,,,,STOF4订单
11/16/2021,7750501270,JXDC,POS REPLEN,,,稳定,8,11/07/2021,11/11/2021,exception,问题订单,Order,1,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,7800450267,KMDC,SYSOS,,,稳定,40,11/01/2021,11/08/2021,exception,客户指定送货日不在行程日,Order,2,,11/08/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,7800450280,KMDC,SYSOS,,,稳定,20,11/04/2021,11/10/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/10/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,7800450282,KMDC,SYSOS,,,稳定,42,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,7800521700,KMDC,POS REPLEN,,,稳定,40,11/01/2021,11/05/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/05/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,7800521713,KMDC,POS REPLEN,,,稳定,20,11/03/2021,11/07/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/07/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,7800521734,KMDC,POS REPLEN,,,稳定,42,11/08/2021,11/12/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/12/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,7800521745,KMDC,POS REPLEN,,,稳定,20,11/09/2021,11/13/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足; 重复订单：订单修改产品数量,Order,2,,11/13/2021,,,,,42,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足; 重复订单：订单修改产品数量
11/16/2021,8250575923,KMDC,POS REPLEN,,,,30,10/31/2021,11/06/2021,exception,问题订单; 客户指定送货日不在行程日,Order,7,,11/06/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日
11/16/2021,8250575934,KMDC,POS REPLEN,Coffee,,,114,10/31/2021,11/07/2021,exception,,Item,41,,11/07/2021,020335406,12477189,雀巢咖啡1+2原味双豆拼配条装即溶咖啡@12(30x15g) CN,,,,1,811,770,价差订单
11/16/2021,8250575934,KMDC,POS REPLEN,,,,114,10/31/2021,11/07/2021,exception,问题订单; 客户指定送货日不在行程日,Order,41,,11/07/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日
11/16/2021,8250576161,KMDC,POS REPLEN,,,,26,11/04/2021,11/10/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,8,,11/10/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,8250576180,KMDC,POS REPLEN,Coffee,,,169,11/04/2021,11/11/2021,exception,,Item,47,,11/11/2021,020099119,12413057,雀巢金牌卡布奇诺条装咖啡 @12(12x19g)CN,,,,3,411,400,价差订单
11/16/2021,8250576180,KMDC,POS REPLEN,,,,169,11/04/2021,11/11/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,47,,11/11/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,8250576231,KMDC,POS REPLEN,,,,118,11/07/2021,11/14/2021,exception,问题订单; 客户指定送货日不在行程日,Order,10,,11/14/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日
11/16/2021,8250576247,KMDC,POS REPLEN,Dairy,,,1500,11/07/2021,11/14/2021,exception,,Item,62,,11/14/2021,020210868,12492096,雀巢怡运全家营养奶粉袋装@12x300gCN,,,,43,411,400,特殊产品需检查订单
11/16/2021,8250576247,KMDC,POS REPLEN,,,,1500,11/07/2021,11/14/2021,exception,问题订单; 客户指定送货日不在行程日,Order,62,,11/14/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日
11/16/2021,8250576406,KMDC,POS REPLEN,,,,135,11/09/2021,11/16/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,10,,11/16/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,8250576463,KMDC,POS REPLEN,Coffee,,,696,11/09/2021,11/16/2021,exception,,Item,58,,11/16/2021,020217654,12478776,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,,,,6,811,770,价差订单
11/16/2021,8250576463,KMDC,POS REPLEN,,,,696,11/09/2021,11/16/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,58,,11/16/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,8550581435,TJDC,STOF4,Dairy,,,1,10/26/2021,11/01/2021,exception,,Item,1,10/30/2021,11/01/2021,021118713,12409460,雀巢高钙营养奶粉听装 @6x850gN1 CN,,,,1,401,514,价差订单
11/16/2021,8550581435,TJDC,STOF4,,,,1,10/26/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,8550581461,TJDC,STOF4,,,,10,10/27/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,8550581532,TJDC,2044REQ,Dairy,,,210,10/29/2021,11/06/2021,exception,,Item,1,11/01/2021,11/06/2021,020210868,12492096,雀巢怡运全家营养奶粉袋装@12x300gCN,,,,210,,,特殊产品需检查订单
11/16/2021,8550581532,TJDC,2044REQ,Dairy,,,210,10/29/2021,11/06/2021,exception,REQ订单; 客户指定送货日不在行程日; 跨月订单; 重复订单：订单修改MABD,Order,1,11/01/2021,11/06/2021,,,,,,,,,,REQ订单; 客户指定送货日不在行程日; 跨月订单; 重复订单：订单修改MABD
11/16/2021,8550581560,TJDC,1026REQ,Dairy,,,310,10/29/2021,11/10/2021,exception,,Item,1,11/01/2021,11/10/2021,020210868,12492096,雀巢怡运全家营养奶粉袋装@12x300gCN,,,,310,,,特殊产品需检查订单
11/16/2021,8550581560,TJDC,1026REQ,Dairy,,,310,10/29/2021,11/10/2021,exception,REQ订单; 跨月订单; 重复订单：订单修改MABD,Order,1,11/01/2021,11/10/2021,,,,,,,,,,REQ订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,8550581590,TJDC,MODWK43,,,,28,10/29/2021,11/10/2021,exception,跨月订单,Order,2,,11/10/2021,,,,,,,,,,跨月订单
11/16/2021,8550581703,TJDC,STOF4,,,,2,11/01/2021,11/10/2021,exception,STOF4订单,Order,1,,11/10/2021,,,,,,,,,,STOF4订单
11/16/2021,8550581704,TJDC,STOF4,,,,5,11/01/2021,11/08/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/09/2021,11/08/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,8550581800,TJDC,FWBWK40,,,,2,11/01/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,2,11/09/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,8550581873,TJDC,STOF4,,,,20,11/02/2021,11/08/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/09/2021,11/08/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,8550581968,TJDC,JDFWK40,Dairy,,,12,11/03/2021,11/08/2021,exception,,Item,3,11/07/2021,11/08/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,1,651,633,价差订单
11/16/2021,8550581968,TJDC,JDFWK40,,,,12,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,3,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,8550582232,TJDC,STOF4,Dairy,,,6,11/04/2021,11/10/2021,exception,,Item,1,,11/10/2021,020609480,12481583,"雀巢怡运全脂营养奶粉@8x1KG CN  ",,,,6,411,400,价差订单
11/16/2021,8550582232,TJDC,STOF4,,,,6,11/04/2021,11/10/2021,exception,STOF4订单,Order,1,,11/10/2021,,,,,,,,,,STOF4订单
11/16/2021,8550582246,TJDC,MODWK43,,,,2,11/04/2021,11/10/2021,clean,,Order,2,,11/10/2021,,,,,,,,,,
11/16/2021,8550582330,TJDC,2044REQ,Confectionery,,,20,11/05/2021,11/08/2021,exception,,Item,3,,11/08/2021,021189960,12457589,雀巢脆脆鲨巧克力味威化 @24(32X20g) N1 CN,,,,10,653,533,价差订单
11/16/2021,8550582330,TJDC,2044REQ,Confectionery,,,20,11/05/2021,11/08/2021,exception,REQ订单,Order,3,,11/08/2021,,,,,,,,,,REQ订单
11/16/2021,8550582383,TJDC,MODWK44,,,,70,11/07/2021,11/16/2021,clean,,Order,3,,11/16/2021,,,,,,,,,,
11/16/2021,8550582486,TJDC,STOF4,,,,4,11/08/2021,11/16/2021,exception,STOF4订单,Order,2,,11/16/2021,,,,,,,,,,STOF4订单
11/16/2021,8550582551,TJDC,MODWK44,,,,1,11/08/2021,11/16/2021,clean,,Order,1,,11/16/2021,,,,,,,,,,
11/16/2021,8550582585,TJDC,STOF4,,,,2,11/09/2021,11/16/2021,exception,STOF4订单,Order,1,,11/16/2021,,,,,,,,,,STOF4订单
11/16/2021,8550582594,TJDC,MODWK44,,,,35,11/09/2021,11/16/2021,clean,,Order,3,,11/16/2021,,,,,,,,,,
11/16/2021,8550582596,TJDC,HODEMWK41,,,,76,11/09/2021,11/12/2021,clean,,Order,1,,11/12/2021,,,,,,,,,,
11/16/2021,8550582608,TJDC,JDFWK41,Dairy,,,3,11/09/2021,11/16/2021,exception,,Item,2,,11/16/2021,020046735,12413033,雀巢爱思培学生奶盒装400g,,,,2,725,680,价差订单
11/16/2021,8550582608,TJDC,JDFWK41,,,,3,11/09/2021,11/16/2021,clean,,Order,2,,11/16/2021,,,,,,,,,,
11/16/2021,8550582648,TJDC,FWBWK41,,,,1,11/10/2021,11/16/2021,clean,,Order,1,,11/16/2021,,,,,,,,,,
11/16/2021,8600579794,SZDC,STOF4,,,,20,10/26/2021,10/30/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/01/2021,10/30/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,8600579985,SZDC,MODWK40,,,,1,10/28/2021,10/30/2021,exception,重复订单：订单修改MABD,Order,1,11/01/2021,10/30/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,9000581270,SZDC,POS REPLEN,,,,131,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,9,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9000581274,SZDC,POS REPLEN,Dairy,,,93,10/31/2021,11/04/2021,exception,,Item,29,,11/04/2021,020046756,12409362,雀巢怡跃 高纤高钙高铁脱脂奶 400g 盒装 @12(16X25g),,,,5,411,400,价差订单
11/16/2021,9000581274,SZDC,POS REPLEN,,,,93,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,29,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9000581527,SZDC,POS REPLEN,,,,44,11/04/2021,11/07/2021,exception,问题订单,Order,8,,11/07/2021,,,,,,,,,,问题订单
11/16/2021,9000581564,SZDC,POS REPLEN,Coffee,,,308,11/04/2021,11/08/2021,exception,,Item,46,,11/08/2021,020217654,12478776,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,,,,1,401,514,价差订单
11/16/2021,9000581564,SZDC,POS REPLEN,,,,308,11/04/2021,11/08/2021,exception,问题订单,Order,46,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,9000581613,SZDC,POS REPLEN,,,,206,11/07/2021,11/10/2021,exception,问题订单,Order,10,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,9000581630,SZDC,POS REPLEN,Coffee,,,2623,11/07/2021,11/11/2021,exception,,Item,57,,11/11/2021,020960776,12362971,雀巢金牌咖啡至醇浓郁 @12x100g CN,,,,3,411,400,价差订单
11/16/2021,9000581630,SZDC,POS REPLEN,,,,2623,11/07/2021,11/11/2021,exception,问题订单,Order,57,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,9000581803,SZDC,POS REPLEN,,,,231,11/09/2021,11/12/2021,exception,问题订单,Order,10,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,9000581844,SZDC,POS REPLEN,Coffee,,,1150,11/09/2021,11/13/2021,exception,,Item,53,,11/13/2021,020848415,12462280,雀巢金牌手冲大师南意·夏浓研磨咖啡 @12(7x9g) CN,,,,5,401,514,价差订单
11/16/2021,9000581844,SZDC,POS REPLEN,,,,1150,11/09/2021,11/13/2021,exception,问题订单,Order,53,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,9100432440,KMDC,SYSOS,Coffee,,稳定,148,10/29/2021,11/03/2021,exception,,Item,4,,11/03/2021,020627101,12476895,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 @12(30x15g) CN,,,,48,293,262,价差订单
11/16/2021,9100432440,KMDC,SYSOS,,,稳定,148,10/29/2021,11/03/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,4,,11/03/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,9100432467,KMDC,FWBWK40,,,稳定,74,10/29/2021,11/12/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/12/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,9100432617,KMDC,SYSOS,,,稳定,156,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,4,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,9100502486,SZDC,POS REPLEN,,,稳定,80,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,3,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9100502515,SZDC,POS REPLEN,,,稳定,70,11/04/2021,11/08/2021,exception,问题订单,Order,2,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,9100502522,SZDC,POS REPLEN,,,稳定,120,11/07/2021,11/11/2021,exception,问题订单,Order,4,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,9100577049,GZDC,POS REPLEN,,,,96,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,9,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9100577071,GZDC,POS REPLEN,Dairy,,,72,10/31/2021,11/04/2021,exception,,Item,29,,11/04/2021,020362273,12338778,雀巢NIDO脱脂高钙奶粉袋装 @24x400g XE,,,,6,831,764,价差订单
11/16/2021,9100577071,GZDC,POS REPLEN,,,,72,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,29,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9100577346,GZDC,POS REPLEN,,,,29,11/04/2021,11/07/2021,exception,问题订单,Order,8,,11/07/2021,,,,,,,,,,问题订单
11/16/2021,9100577358,GZDC,POS REPLEN,Coffee,,,227,11/04/2021,11/08/2021,exception,,Item,41,,11/08/2021,020848416,12462258,雀巢金牌手冲大师富士·雅酌研磨咖啡 @12(7x9g) CN,,,,1,831,764,价差订单
11/16/2021,9100577358,GZDC,POS REPLEN,,,,227,11/04/2021,11/08/2021,exception,问题订单,Order,41,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,9100577437,GZDC,POS REPLEN,,,,133,11/07/2021,11/10/2021,exception,问题订单,Order,10,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,9100577461,GZDC,POS REPLEN,Coffee,,,2083,11/07/2021,11/11/2021,exception,,Item,61,,11/11/2021,021208187,12077778,雀巢咖啡醇品袋装@48(20x1.8g)CN,,,,45,411,400,价差订单
11/16/2021,9100577461,GZDC,POS REPLEN,,,,2083,11/07/2021,11/11/2021,exception,问题订单,Order,61,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,9100577646,GZDC,POS REPLEN,,,,118,11/09/2021,11/12/2021,exception,问题订单,Order,9,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,9100577689,GZDC,POS REPLEN,CPW,,,983,11/09/2021,11/13/2021,exception,,Item,55,,11/13/2021,020756674,12245095,雀巢玉米片@18x150g N1 CN,,,,4,411,400,价差订单
11/16/2021,9100577689,GZDC,POS REPLEN,,,,983,11/09/2021,11/13/2021,exception,问题订单,Order,55,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,9300497723,SYDC,POS REPLEN,,,,42,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,10,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9300497725,SYDC,POS REPLEN,Coffee,,,19,10/31/2021,11/04/2021,exception,,Item,10,,11/04/2021,020232693,12495109,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品 @10(5x19g) CN,,,,2,831,764,价差订单
11/16/2021,9300497725,SYDC,POS REPLEN,,,,19,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,10,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9300497785,SYDC,POS REPLEN,,,,3,11/04/2021,11/07/2021,exception,问题订单,Order,3,,11/07/2021,,,,,,,,,,问题订单
11/16/2021,9300497789,SYDC,POS REPLEN,Coffee,,,116,11/04/2021,11/08/2021,exception,,Item,34,,11/08/2021,020232784,12495107,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品 @10(5x19g) CN,,,,2,651,633,特殊产品需检查订单
11/16/2021,9300497789,SYDC,POS REPLEN,,,,116,11/04/2021,11/08/2021,exception,问题订单,Order,34,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,9300497804,SYDC,POS REPLEN,Confectionery,,,91,11/07/2021,11/10/2021,exception,,Item,12,,11/10/2021,020496797,12456952,雀巢脆脆鲨白桃味威化代可可脂巧克力 @24x123g CN,,,,2,653,533,价差订单
11/16/2021,9300497804,SYDC,POS REPLEN,,,,91,11/07/2021,11/10/2021,exception,问题订单,Order,12,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,9300497816,SYDC,POS REPLEN,Coffee,,,872,11/07/2021,11/11/2021,exception,,Item,63,,11/11/2021,020232653,12495121,雀巢金牌绵醇卡布奇诺条装即溶咖啡饮品 @10(5x19g) CN,,,,5,725,680,价差订单
11/16/2021,9300497816,SYDC,POS REPLEN,,,,872,11/07/2021,11/11/2021,exception,问题订单,Order,63,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,9300497857,SYDC,POS REPLEN,,,,123,11/09/2021,11/12/2021,exception,问题订单,Order,12,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,9300497869,SYDC,POS REPLEN,Coffee,,,405,11/09/2021,11/13/2021,exception,,Item,51,,11/13/2021,020232693,12495109,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品 @10(5x19g) CN,,,,7,811,770,价差订单
11/16/2021,9300497869,SYDC,POS REPLEN,,,,405,11/09/2021,11/13/2021,exception,问题订单,Order,51,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,9300512019,JXDC,SYSOS,Dairy,,,332,10/29/2021,11/01/2021,exception,,Item,57,,11/01/2021,021194055,9122238,雀巢鹰唛炼奶巧克力味支装@4(6x185g)CN,,,,5,811,770,价差订单
11/16/2021,9300512019,JXDC,SYSOS,,,,332,10/29/2021,11/01/2021,exception,跨月订单,Order,57,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,9300512020,JXDC,SYSOS,Confectionery,,,29,10/29/2021,11/01/2021,exception,,Item,8,,11/01/2021,020442125,12498720,雀巢脆脆鲨巧克力口味威化代可可脂巧克力分享桶 @12×330g CN,,,,8,653,533,价差订单
11/16/2021,9300512020,JXDC,SYSOS,,,,29,10/29/2021,11/01/2021,exception,跨月订单,Order,8,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,9300512021,JXDC,SYSOS,Coffee,,,211,10/29/2021,11/01/2021,exception,,Item,42,,11/01/2021,020850980,12326607,雀巢金牌丝滑拿铁条装咖啡 @ 16(20x20g)CN,,,,5,811,770,价差订单
11/16/2021,9300512021,JXDC,SYSOS,,,,211,10/29/2021,11/01/2021,exception,跨月订单,Order,42,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,9300512022,JXDC,SYSOS,,,,6,10/29/2021,11/04/2021,exception,跨月订单,Order,1,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,9300512023,JXDC,SYSOS,Confectionery,,,81,10/29/2021,11/04/2021,exception,,Item,10,,11/04/2021,020746320,12458748,雀巢脆脆鲨鲨刻能花生味威化代可可脂巧克力分享装 @20(10x20g) CN,,,,4,653,533,价差订单
11/16/2021,9300512023,JXDC,SYSOS,,,,81,10/29/2021,11/04/2021,exception,跨月订单,Order,10,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,9300512025,JXDC,SYSOS,Dairy,,,61,11/01/2021,11/04/2021,exception,,Item,23,,11/04/2021,021118190,12424359,雀巢怡养中老年奶粉袋装 @12(28x25g) CN,,,,3,651,633,价差订单
11/16/2021,9300512025,JXDC,SYSOS,,,,61,11/01/2021,11/04/2021,clean,,Order,23,,11/04/2021,,,,,,,,,,
11/16/2021,9300512026,JXDC,SYSOS,,,,48,11/01/2021,11/04/2021,clean,,Order,9,,11/04/2021,,,,,,,,,,
11/16/2021,9300512028,JXDC,SYSOS,Dairy,,,151,11/04/2021,11/08/2021,exception,,Item,40,,11/08/2021,021118190,12424359,雀巢怡养中老年奶粉袋装 @12(28x25g) CN,,,,7,651,633,价差订单
11/16/2021,9300512028,JXDC,SYSOS,,,,151,11/04/2021,11/08/2021,clean,,Order,40,,11/08/2021,,,,,,,,,,
11/16/2021,9300512029,JXDC,SYSOS,,,,13,11/04/2021,11/08/2021,clean,,Order,6,,11/08/2021,,,,,,,,,,
11/16/2021,9300512032,JXDC,SYSOS,Coffee,,,634,11/09/2021,11/11/2021,exception,,Item,59,,11/11/2021,020662625,12470632,星巴克焦糖风味拿铁精品即溶咖啡饮品@10(4x21.5g)N1 XJ,,,,3,725,680,价差订单
11/16/2021,9300512032,JXDC,SYSOS,,,,634,11/09/2021,11/11/2021,clean,,Order,59,,11/11/2021,,,,,,,,,,
11/16/2021,9300512033,JXDC,SYSOS,,,,74,11/09/2021,11/11/2021,clean,,Order,11,,11/11/2021,,,,,,,,,,
11/16/2021,9350575945,WHDC,POS REPLEN,,,,79,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,10,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9350575952,WHDC,POS REPLEN,Dairy,,,102,10/31/2021,11/04/2021,exception,,Item,27,,11/04/2021,021118713,12409460,雀巢高钙营养奶粉听装 @6x850gN1 CN,,,,1,401,514,价差订单
11/16/2021,9350575952,WHDC,POS REPLEN,,,,102,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,27,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,9350576217,WHDC,POS REPLEN,,,,8,11/04/2021,11/07/2021,exception,问题订单,Order,4,,11/07/2021,,,,,,,,,,问题订单
11/16/2021,9350576235,WHDC,POS REPLEN,Dairy,,,364,11/04/2021,11/08/2021,exception,,Item,42,,11/08/2021,020218452,12322429,鹰唛炼奶低脂支装 @4(6x185g) CN,,,,1,401,514,价差订单
11/16/2021,9350576235,WHDC,POS REPLEN,,,,364,11/04/2021,11/08/2021,exception,问题订单,Order,42,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,9350576298,WHDC,POS REPLEN,Confectionery,,,132,11/07/2021,11/10/2021,exception,,Item,12,,11/10/2021,020496797,12456952,雀巢脆脆鲨白桃味威化代可可脂巧克力 @24x123g CN,,,,2,653,533,价差订单
11/16/2021,9350576298,WHDC,POS REPLEN,,,,132,11/07/2021,11/10/2021,exception,问题订单,Order,12,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,9350576320,WHDC,POS REPLEN,Dairy,,,2908,11/07/2021,11/11/2021,exception,,Item,60,,11/11/2021,021194064,9123040,雀巢鹰唛炼奶草莓味支装@4(6x185g)CN,,,,31,725,680,价差订单
11/16/2021,9350576320,WHDC,POS REPLEN,,,,2908,11/07/2021,11/11/2021,exception,问题订单,Order,60,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,9350576493,WHDC,POS REPLEN,,,,109,11/09/2021,11/12/2021,exception,问题订单,Order,12,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,9350576529,WHDC,POS REPLEN,Dairy,,,1306,11/09/2021,11/13/2021,exception,,Item,52,,11/13/2021,020218452,12322429,鹰唛炼奶低脂支装 @4(6x185g) CN,,,,10,725,680,价差订单
11/16/2021,9350576529,WHDC,POS REPLEN,,,,1306,11/09/2021,11/13/2021,exception,问题订单,Order,52,,11/13/2021,,,,,,,,,,问题订单
