Order Date,PO No.,WMDC,Order type（Promotional Event）,Nestle BU,是否为手工单,是否为稳定库存,Order qty,起送日,MABD,order category,Exception category,Item Type,Customer order Item,原始MABD,新MABD,沃尔玛产品编码,雀巢产品编码,Material Description,原单箱规,原订单数量,修改后订单数量,雀巢数量,雀巢价格,沃尔玛价格,Exception reason
11/16/2021,2550590114,CDDC,HODEMWK41,,,,501,11/09/2021,11/11/2021,clean,,Order,1,,11/11/2021,,,,,,,,,,
11/16/2021,2750546074,SYDC,MODWK41,,,,3,10/27/2021,11/01/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,3,10/30/2021,11/01/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,2750546088,SYDC,2012REQ,Dairy,,,265,10/29/2021,11/01/2021,exception,,Item,1,,11/01/2021,020210868,12492096,雀巢怡运全家营养奶粉袋装@12x300gCN,,,,265,,,特殊产品需检查订单
11/16/2021,2750546088,SYDC,2012REQ,Dairy,,,265,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,1,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,2750546089,SYDC,3425REQ,Dairy,,,265,10/29/2021,11/01/2021,exception,,Item,1,,11/01/2021,020210868,12492096,雀巢怡运全家营养奶粉袋装@12x300gCN,,,,265,,,特殊产品需检查订单
11/16/2021,2750546089,SYDC,3425REQ,Dairy,,,265,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,1,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,2750546090,SYDC,3414REQ,Coffee,,,160,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,3,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,2750546095,SYDC,MODWK43,,,,13,10/29/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,1,11/09/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,2750546096,SYDC,1008REQ,Coffee,,,300,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,3,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,2750546135,SYDC,FWBWK40,,,,3,11/01/2021,11/08/2021,clean,,Order,2,,11/08/2021,,,,,,,,,,
11/16/2021,2750546153,SYDC,STOF4,,,,18,11/02/2021,11/08/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,9,11/09/2021,11/08/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,2750546154,SYDC,STOF4,,,,8,11/02/2021,11/08/2021,exception,STOF4订单,Order,4,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,2750546196,SYDC,STOF4,,,,8,11/03/2021,11/08/2021,exception,STOF4订单,Order,2,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,2750546249,SYDC,MODWK43,,,,2,11/04/2021,11/09/2021,clean,,Order,1,,11/09/2021,,,,,,,,,,
11/16/2021,2750546282,SYDC,MODWK44,,,,13,11/07/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,2750546312,SYDC,MODWK44,,,,52,11/09/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,2750546314,SYDC,HODEMWK41,,,,30,11/09/2021,11/11/2021,clean,,Order,1,,11/11/2021,,,,,,,,,,
11/16/2021,2750546315,SYDC,FWBWK41,,,,2,11/10/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,2750546321,SYDC,FWBWK41,,,,1,11/10/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,2900546577,SZDC,STOF4,,,,11,11/02/2021,11/08/2021,exception,STOF4订单,Order,2,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,3050492660,JXDC,SYSOS,,,稳定,65,10/29/2021,11/01/2021,exception,跨月订单,Order,1,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,3050492661,JXDC,SYSOS,,,稳定,65,10/29/2021,11/01/2021,exception,跨月订单,Order,1,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,3150521551,WHDC,POS REPLEN,,,稳定,135,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,4,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,3150521574,WHDC,POS REPLEN,,,稳定,77,11/07/2021,11/11/2021,exception,问题订单,Order,3,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,3200581334,CDDC,POS REPLEN,,,稳定,30,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,1,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,3200581434,CDDC,POS REPLEN,Dairy,,稳定,180,11/04/2021,11/08/2021,exception,,Item,4,,11/08/2021,020541527,12479429,雀巢怡养健心金装2合1配方奶粉@6x800g N3CN,,,,24,725,680,价差订单
11/16/2021,3200581434,CDDC,POS REPLEN,,,稳定,180,11/04/2021,11/08/2021,exception,问题订单,Order,4,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,3200581459,CDDC,POS REPLEN,Dairy,,稳定,473,11/07/2021,11/11/2021,exception,,Item,5,,11/11/2021,020000834,12416019,雀巢怡运全脂高钙奶粉@18x375g CN,,,,90,651,633,价差订单
11/16/2021,3200581459,CDDC,POS REPLEN,,,稳定,473,11/07/2021,11/11/2021,exception,问题订单,Order,5,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,3200581536,CDDC,POS REPLEN,Dairy,,稳定,476,11/09/2021,11/13/2021,exception,,Item,6,,11/13/2021,020000834,12416019,雀巢怡运全脂高钙奶粉@18x375g CN,,,,78,725,680,价差订单
11/16/2021,3200581536,CDDC,POS REPLEN,,,稳定,476,11/09/2021,11/13/2021,exception,问题订单,Order,6,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,3350426012,CDDC,SYSOS,,,,10,10/29/2021,11/04/2021,exception,跨月订单,Order,3,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,3350426013,CDDC,SYSOS,Coffee,,,362,10/29/2021,11/01/2021,exception,,Item,39,,11/01/2021,020255133,12458570,雀巢咖啡燕麦拿铁咖啡固体饮品 @12(7x25g) CN,,,,1,811,770,价差订单
11/16/2021,3350426013,CDDC,SYSOS,,,,362,10/29/2021,11/01/2021,exception,跨月订单,Order,39,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,3350426014,CDDC,SYSOS,Confectionery,,,116,10/29/2021,11/04/2021,exception,,Item,11,,11/04/2021,020542046,12457562,雀巢脆脆鲨鲨明治巧克力味威化饼干小粒装 @12x77gCN,,,,13,653,533,价差订单
11/16/2021,3350426014,CDDC,SYSOS,,,,116,10/29/2021,11/04/2021,exception,跨月订单,Order,11,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,3350426016,CDDC,SYSOS,Coffee,,,114,11/01/2021,11/04/2021,exception,,Item,28,,11/04/2021,020662623,12470663,星巴克香草风味拿铁精品即溶咖啡饮品@10(4x21.5g)N1 XJ,,,,1,811,770,价差订单
11/16/2021,3350426016,CDDC,SYSOS,,,,114,11/01/2021,11/04/2021,clean,,Order,28,,11/04/2021,,,,,,,,,,
11/16/2021,3350426017,CDDC,SYSOS,Confectionery,,,28,11/01/2021,11/04/2021,exception,,Item,9,,11/04/2021,020542846,12477311,雀巢脆脆鲨鲨明治牛奶味威化饼干小粒装@12x77g CN,,,,1,653,533,价差订单
11/16/2021,3350426017,CDDC,SYSOS,,,,28,11/01/2021,11/04/2021,clean,,Order,9,,11/04/2021,,,,,,,,,,
11/16/2021,3350426019,CDDC,SYSOS,Dairy,,,233,11/04/2021,11/08/2021,exception,,Item,34,,11/08/2021,021118713,12409460,雀巢高钙营养奶粉听装 @6x850gN1 CN,,,,2,401,514,价差订单
11/16/2021,3350426019,CDDC,SYSOS,,,,233,11/04/2021,11/08/2021,clean,,Order,34,,11/08/2021,,,,,,,,,,
11/16/2021,3350426020,CDDC,SYSOS,Confectionery,,,10,11/04/2021,11/08/2021,exception,,Item,5,,11/08/2021,020746323,12458793,雀巢脆脆鲨鲨刻能榛果味威化代可可脂巧克力分享装 @20(10x20g) CN,,,,2,653,533,价差订单
11/16/2021,3350426020,CDDC,SYSOS,,,,10,11/04/2021,11/08/2021,clean,,Order,5,,11/08/2021,,,,,,,,,,
11/16/2021,3350426023,CDDC,SYSOS,,,,148,11/09/2021,11/11/2021,clean,,Order,11,,11/11/2021,,,,,,,,,,
11/16/2021,3350426024,CDDC,SYSOS,Coffee,,,980,11/09/2021,11/11/2021,exception,,Item,53,,11/11/2021,021208191,12077580,雀巢咖啡醇品瓶装@12x200gCN,,,,9,401,514,价差订单
11/16/2021,3350426024,CDDC,SYSOS,,,,980,11/09/2021,11/11/2021,clean,,Order,53,,11/11/2021,,,,,,,,,,
11/16/2021,3550505290,SZDC,POS REPLEN,,,,12,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,8,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,3550505349,SZDC,POS REPLEN,,,,34,11/04/2021,11/08/2021,exception,问题订单,Order,9,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,3550505364,SZDC,POS REPLEN,,,,152,11/07/2021,11/11/2021,exception,问题订单,Order,14,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,3850432986,KMDC,SYSOS,Coffee,,,283,10/29/2021,11/03/2021,exception,,Item,50,,11/03/2021,020232653,12495121,雀巢金牌绵醇卡布奇诺条装即溶咖啡饮品 @10(5x19g) CN,,,,3,725,680,特殊产品需检查订单
11/16/2021,3850432986,KMDC,SYSOS,,,,283,10/29/2021,11/03/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,50,,11/03/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850432987,KMDC,SYSOS,,,,121,10/29/2021,11/03/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,9,,11/03/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850432988,KMDC,SYSOS,Coffee,,,114,11/01/2021,11/08/2021,exception,,Item,41,,11/08/2021,020232653,12495121,雀巢金牌绵醇卡布奇诺条装即溶咖啡饮品 @10(5x19g) CN,,,,5,811,770,特殊产品需检查订单
11/16/2021,3850432988,KMDC,SYSOS,,,,114,11/01/2021,11/08/2021,exception,客户指定送货日不在行程日,Order,41,,11/08/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,3850432989,KMDC,SYSOS,,,,30,11/01/2021,11/08/2021,exception,客户指定送货日不在行程日,Order,7,,11/08/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,3850432990,KMDC,SYSOS,Coffee,,,169,11/04/2021,11/10/2021,exception,,Item,47,,11/10/2021,020080404,12479589,雀巢咖啡特调果萃系列沁风桃桃风味即溶咖啡饮品@10(5x15g)CN,,,,4,811,770,特殊产品需检查订单
11/16/2021,3850432990,KMDC,SYSOS,,,,169,11/04/2021,11/10/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,47,,11/10/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850432991,KMDC,SYSOS,,,,26,11/04/2021,11/10/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,8,,11/10/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850432992,KMDC,SYSOS,,,,135,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,10,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850432993,KMDC,SYSOS,Dairy,,,696,11/09/2021,11/15/2021,exception,,Item,58,,11/15/2021,021118713,12409460,雀巢高钙营养奶粉听装 @6x850gN1 CN,,,,8,401,514,价差订单
11/16/2021,3850432993,KMDC,SYSOS,,,,696,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,58,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,3850504264,TJDC,POS REPLEN,,,,1,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,1,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,3850504300,TJDC,POS REPLEN,,,,7,11/03/2021,11/06/2021,exception,问题订单,Order,7,,11/06/2021,,,,,,,,,,问题订单
11/16/2021,3850504324,TJDC,POS REPLEN,,,,42,11/07/2021,11/10/2021,exception,问题订单,Order,11,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,3850504388,TJDC,POS REPLEN,,,,24,11/10/2021,11/13/2021,exception,问题订单,Order,11,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,3900355080,GZDC,SYSOS,,,,24,10/29/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,10,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,3900355081,GZDC,SYSOS,,,,12,11/01/2021,11/04/2021,clean,,Order,8,,11/04/2021,,,,,,,,,,
11/16/2021,3900355082,GZDC,SYSOS,,,,18,11/04/2021,11/08/2021,clean,,Order,11,,11/08/2021,,,,,,,,,,
11/16/2021,3900483815,TJDC,SYSOS,,,稳定,28,10/29/2021,11/01/2021,exception,跨月订单,Order,1,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,3900483816,TJDC,SYSOS,Coffee,,稳定,84,10/29/2021,11/01/2021,exception,,Item,3,,11/01/2021,020335406,12477189,雀巢咖啡1+2原味双豆拼配条装即溶咖啡@12(30x15g) CN,,,,12,293,262,价差订单
11/16/2021,3900483816,TJDC,SYSOS,,,稳定,84,10/29/2021,11/01/2021,exception,跨月订单,Order,3,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,3900483895,TJDC,SYSOS,,,稳定,94,11/09/2021,11/12/2021,clean,,Order,3,,11/12/2021,,,,,,,,,,
11/16/2021,3900483896,TJDC,SYSOS,,,稳定,36,11/09/2021,11/12/2021,clean,,Order,1,,11/12/2021,,,,,,,,,,
11/16/2021,3950437319,KMDC,STOF4,,,,1,11/03/2021,11/12/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/12/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,4001032158,SZDC,POS REPLEN,Dairy,,稳定,153,11/04/2021,11/08/2021,exception,,Item,3,,11/08/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,70,651,633,价差订单
11/16/2021,4001032158,SZDC,POS REPLEN,,,稳定,153,11/04/2021,11/08/2021,exception,问题订单,Order,3,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,4001032207,SZDC,POS REPLEN,Coffee,,稳定,966,11/07/2021,11/11/2021,exception,,Item,9,,11/11/2021,020627101,12476895,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 @12(30x15g) CN,,,,48,725,680,价差订单
11/16/2021,4001032207,SZDC,POS REPLEN,,,稳定,966,11/07/2021,11/11/2021,exception,问题订单,Order,9,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,4001032330,SZDC,POS REPLEN,Coffee,,稳定,697,11/09/2021,11/13/2021,exception,,Item,10,,11/13/2021,021208191,12077580,雀巢咖啡醇品瓶装@12x200gCN,,,,60,725,680,价差订单
11/16/2021,4001032330,SZDC,POS REPLEN,,,稳定,697,11/09/2021,11/13/2021,exception,问题订单,Order,10,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,4200518835,WHDC,POS REPLEN,,,稳定,96,11/04/2021,11/08/2021,exception,问题订单,Order,1,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,4200518855,WHDC,POS REPLEN,Coffee,,稳定,363,11/07/2021,11/11/2021,exception,,Item,3,,11/11/2021,021208191,12077580,雀巢咖啡醇品瓶装@12x200gCN,,,,99,651,633,价差订单
11/16/2021,4200518855,WHDC,POS REPLEN,,,稳定,363,11/07/2021,11/11/2021,exception,问题订单,Order,3,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,4200518911,WHDC,POS REPLEN,Coffee,,稳定,470,11/09/2021,11/13/2021,exception,,Item,5,,11/13/2021,020642785,12476896,雀巢咖啡1+2原味条装双豆拼配即溶咖啡饮品 @8(60x15g) CN,,,,40,651,633,价差订单
11/16/2021,4200518911,WHDC,POS REPLEN,,,稳定,470,11/09/2021,11/13/2021,exception,问题订单,Order,5,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,4550581459,KMDC,POS REPLEN,,,稳定,364,11/07/2021,11/14/2021,exception,问题订单; 客户指定送货日不在行程日,Order,4,,11/14/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日
11/16/2021,4550581537,KMDC,POS REPLEN,,,稳定,156,11/09/2021,11/16/2021,exception,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,4,,11/16/2021,,,,,,,,,,问题订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,4650584380,GZDC,STOF4,Dairy,,,39,10/25/2021,11/01/2021,exception,,Item,8,10/30/2021,11/01/2021,020469270,12451368,雀巢怡养益护因子中老年奶粉双听礼盒 @3(2x700g)CN,,,,8,725,680,特殊产品需检查订单
11/16/2021,4650584380,GZDC,STOF4,,,,39,10/25/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,8,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,4650584483,GZDC,STOF4,,,,1,10/26/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,4650584531,GZDC,STOF4,Dairy,,,45,10/27/2021,11/01/2021,exception,,Item,4,10/30/2021,11/01/2021,020210802,12483915,雀巢怡养健心中老年奶粉袋装 @12(16x25g) CN,,,,5,401,514,特殊产品需检查订单
11/16/2021,4650584531,GZDC,STOF4,,,,45,10/27/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,4,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,4650584532,GZDC,STOF4,Dairy,,,1,10/27/2021,11/01/2021,exception,,Item,1,10/30/2021,11/01/2021,020609480,12481583,"雀巢怡运全脂营养奶粉@8x1KG CN  ",,,,1,411,400,价差订单
11/16/2021,4650584532,GZDC,STOF4,,,,1,10/27/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,4650584533,GZDC,STOF4,Dairy,,,20,10/27/2021,11/01/2021,exception,,Item,1,10/30/2021,11/01/2021,020609480,12481583,"雀巢怡运全脂营养奶粉@8x1KG CN  ",,,,20,411,400,价差订单
11/16/2021,4650584533,GZDC,STOF4,,,,20,10/27/2021,11/01/2021,exception,STOF4订单; 跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单; 重复订单：订单修改MABD
11/16/2021,4650584606,GZDC,0127REQ,Dairy,,,120,10/29/2021,11/01/2021,exception,,Item,1,,11/01/2021,021118720,12492261,雀巢怡养益护因子配方奶粉 @6x850g N2CN,,,,120,475,438,价差订单
11/16/2021,4650584606,GZDC,0127REQ,Dairy,,,120,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,1,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,4650584607,GZDC,1029REQ,Coffee,,,800,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,3,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,4650584628,GZDC,MODWK43,,,,63,10/29/2021,11/09/2021,exception,跨月订单,Order,2,,11/09/2021,,,,,,,,,,跨月订单
11/16/2021,4650584665,GZDC,1022REQ,Dairy,,,120,10/29/2021,11/01/2021,exception,,Item,1,,11/01/2021,021118720,12492261,雀巢怡养益护因子配方奶粉 @6x850g N2CN,,,,120,475,438,价差订单
11/16/2021,4650584665,GZDC,1022REQ,Dairy,,,120,10/29/2021,11/01/2021,exception,REQ订单; 跨月订单,Order,1,,11/01/2021,,,,,,,,,,REQ订单; 跨月订单
11/16/2021,4650584754,GZDC,STOF4,Coffee,,,100,11/01/2021,11/09/2021,exception,,Item,24,,11/09/2021,020959936,12342577,雀巢金牌原味（日本进口）@24X80g CN,,,,5,725,680,特殊产品需检查订单
11/16/2021,4650584754,GZDC,STOF4,,,,100,11/01/2021,11/09/2021,exception,STOF4订单,Order,24,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,4650584755,GZDC,STOF4,,,,14,11/01/2021,11/08/2021,exception,STOF4订单,Order,4,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,4650584888,GZDC,FWBWK40,,,,6,11/01/2021,11/08/2021,clean,,Order,4,,11/08/2021,,,,,,,,,,
11/16/2021,4650584954,GZDC,STOF4,,,,10,11/02/2021,11/08/2021,exception,STOF4订单,Order,1,,11/08/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585051,GZDC,JDFWK40,Dairy,,,8,11/03/2021,11/08/2021,exception,,Item,1,11/07/2021,11/08/2021,021118190,12424359,雀巢怡养中老年奶粉袋装 @12(28x25g) CN,,,,8,651,633,价差订单
11/16/2021,4650585051,GZDC,JDFWK40,,,,8,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,1,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,4650585116,GZDC,STOF4,Dairy,,,79,11/03/2021,11/09/2021,exception,,Item,26,,11/09/2021,020210861,12481866,雀巢怡运脱脂高钙奶粉袋装@12(16x25g) CN,,,,5,651,633,特殊产品需检查订单
11/16/2021,4650585116,GZDC,STOF4,,,,79,11/03/2021,11/09/2021,exception,STOF4订单,Order,26,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585305,GZDC,MODWK43,,,,32,11/04/2021,11/09/2021,clean,,Order,2,,11/09/2021,,,,,,,,,,
11/16/2021,4650585306,GZDC,MODWK43,,,,1,11/04/2021,11/08/2021,clean,,Order,1,,11/08/2021,,,,,,,,,,
11/16/2021,4650585439,GZDC,MODWK44,,,,28,11/07/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,4650585505,GZDC,STOF4,,,,10,11/08/2021,11/15/2021,exception,STOF4订单,Order,1,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585523,GZDC,STOF4,Dairy,,,108,11/08/2021,11/15/2021,exception,,Item,20,,11/15/2021,020469270,12451368,雀巢怡养益护因子中老年奶粉双听礼盒 @3(2x700g)CN,,,,20,651,633,特殊产品需检查订单
11/16/2021,4650585523,GZDC,STOF4,,,,108,11/08/2021,11/15/2021,exception,STOF4订单,Order,20,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585524,GZDC,STOF4,,,,2,11/08/2021,11/14/2021,exception,STOF4订单,Order,1,,11/14/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585571,GZDC,MODWK44,,,,4,11/08/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,4650585610,GZDC,STOF4,Dairy,,,2,11/09/2021,11/15/2021,exception,,Item,1,,11/15/2021,020362273,12338778,雀巢NIDO脱脂高钙奶粉袋装 @24x400g XE,,,,2,831,764,价差订单
11/16/2021,4650585610,GZDC,STOF4,,,,2,11/09/2021,11/15/2021,exception,STOF4订单,Order,1,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,4650585632,GZDC,MODWK44,,,,177,11/09/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,4650585634,GZDC,HODEMWK41,,,,174,11/09/2021,11/11/2021,clean,,Order,1,,11/11/2021,,,,,,,,,,
11/16/2021,4650585643,GZDC,JDFWK41,Dairy,,,3,11/09/2021,11/15/2021,exception,,Item,2,,11/15/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,1,725,680,价差订单
11/16/2021,4650585643,GZDC,JDFWK41,,,,3,11/09/2021,11/15/2021,clean,,Order,2,,11/15/2021,,,,,,,,,,
11/16/2021,4650585687,GZDC,FWBWK41,,,,1,11/10/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,4700481100,SZDC,SYSOS,,,,11,10/29/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,6,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,4700481101,SZDC,SYSOS,,,,12,11/01/2021,11/04/2021,clean,,Order,8,,11/04/2021,,,,,,,,,,
11/16/2021,4700481102,SZDC,SYSOS,,,,34,11/04/2021,11/08/2021,clean,,Order,9,,11/08/2021,,,,,,,,,,
11/16/2021,4750560183,SZDC,SYSOS,,,稳定,50,10/29/2021,11/04/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,3,11/01/2021,11/04/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,4750560186,SZDC,SYSOS,,,稳定,80,11/01/2021,11/04/2021,clean,,Order,3,,11/04/2021,,,,,,,,,,
11/16/2021,4750560189,SZDC,REGPRO2124,,,稳定,85,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,6,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,4750560199,SZDC,SYSOS,,,稳定,70,11/04/2021,11/08/2021,clean,,Order,2,,11/08/2021,,,,,,,,,,
11/16/2021,5050392926,JXDC,SYSOS,,,,6,11/01/2021,11/04/2021,clean,,Order,4,,11/04/2021,,,,,,,,,,
11/16/2021,5050392927,JXDC,SYSOS,,,,4,11/04/2021,11/08/2021,clean,,Order,4,,11/08/2021,,,,,,,,,,
11/16/2021,5250511704,CDDC,POS REPLEN,,,稳定,10,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,1,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,5250511725,CDDC,POS REPLEN,,,稳定,180,11/07/2021,11/11/2021,exception,问题订单,Order,3,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,5450505439,GZDC,POS REPLEN,,,,12,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,8,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,5450505495,GZDC,POS REPLEN,,,,18,11/04/2021,11/08/2021,exception,问题订单,Order,11,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,5450505510,GZDC,POS REPLEN,,,,101,11/07/2021,11/11/2021,exception,问题订单,Order,16,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,5500430537,KMDC,SYSOS,,,,10,11/01/2021,11/08/2021,exception,客户指定送货日不在行程日,Order,7,,11/08/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,5500430538,KMDC,SYSOS,,,,27,11/04/2021,11/10/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,10,,11/10/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,5500430539,KMDC,SYSOS,,,,31,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,13,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
