Id,Name,流程配置路径
2cd093a6-815f-443f-88fc-44826ff229c5,生意方舟数据检查_生意参谋_德运食品旗舰店_日,
362accc1-a75a-4781-8b97-0858e81e6775,生意方舟数据检查_生意参谋_friso美素佳儿官方旗舰店_日,
49f4ebba-972c-43d8-95a1-3ed5ad8fa17c,生意方舟数据检查_生意参谋_dutchlady食品旗舰店_日,
2ee0baa7-af89-47fb-bd47-2945e7412295,生意方舟数据检查_生意参谋_珍致旗舰店_日,
05ee5c69-cf70-4c7e-9a78-071d6e1f0487,生意方舟数据检查_生意参谋_oliveyoung欧利芙洋旗舰店_日,
19e402a9-9a5e-4642-a630-a2b5d42e6a37,生意方舟数据检查_生意参谋_幻曦旗舰店_日,
581d1110-7455-4c35-968e-ba2b4b98b992,生意方舟数据检查_生意参谋_HiPP喜宝海外旗舰店_日,
3a485310-553b-4fe6-9ab2-e7ae9bdbf387,生意方舟数据检查_生意参谋_DrG蒂迩肌海外旗舰店_日,
3b55724e-34ac-4a39-aac2-22640267ad53,生意方舟数据检查_生意参谋_Dr.Brown'sNaturalFlow官方旗舰店_日,
fcbdcf5d-b5b0-4b05-87e5-22bf39c6406b,生意方舟数据检查_生意参谋_puella官方旗舰店_日,
ab1ee12c-be78-4b0e-bf88-61c11652c958,生意方舟数据检查_生意参谋_大宠爱旗舰店_日,
ee9f8328-7977-44b1-b616-2f43cabc522a,生意方舟数据检查_生意参谋_godiva歌帝梵官方旗舰店_日,
a915d09f-f998-4171-b34f-b17b321eeb84,皇家美素佳儿旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
22a9eec3-d841-4ac3-884d-0c14947b821f,普瑞纳宠物食品官方旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析3.xlsx
9112836b-32fb-4264-b903-91c09e374e72,朗诺宠物食品旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
f5d920b3-a5f5-47d7-8ebe-0c80d1efa564,Hanskin海外旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
d0caa64c-bed0-459e-9682-4fe6287b0a79,德运食品旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析2.xlsx
d37e5d64-5800-4823-a53e-d86515dce52a,friso美素佳儿官方旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
951c4a08-b824-4fc1-8dbd-3f55f47bf4cf,dutchlady旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
9601a9d2-2a58-433e-aab9-81d16ca455e2,珍致旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析4.xlsx
bf97457a-7ef9-4ca9-8bbd-c344b66e8cd3,oliveyoung欧利芙洋官方旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析.xlsx
eb7a592a-e693-485b-8cdc-5153b3d698dd,幻曦旗舰店_生意参谋_品牌分析,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_品牌分析1.xlsx
c0ca74ea-a3e9-42c7-8629-ebd9a08ccdf6,皇家美素佳儿旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
e2850be3-d2df-4bad-adab-582c5dda8216,普瑞纳宠物食品官方旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
5cc4c585-66de-4fc3-8697-414e4dbe6482,朗诺宠物食品旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
18d7950f-a023-4440-b2e4-67f4c429cff9,Hanskin海外旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
bc14b9d9-8490-4662-847e-f2d3ad3a0e94,德运食品旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
f9dc748b-14fa-4979-ad5c-9ce3297b2c89,friso美素佳儿官方旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
b9b80eaa-1544-4d3c-9bd2-33cc5bdc9d49,dutchlady旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
3a9d1f10-ca00-4023-b0ff-e352421b391e,珍致旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
66c075ab-fd0e-484a-aa33-9843831777a4,oliveyoung欧利芙洋旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
6e1ae260-009f-4f4e-8f16-1ca7b1b89d45,幻曦旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
943cc267-d16c-4f5d-b980-c831acf8d708,皇家美素佳儿旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
dd72351a-7c06-4adf-80a2-31ba0e294f47,普瑞纳宠物食品官方旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
d2e6d9c7-db91-4e5e-adf1-bbb12802157b,朗诺宠物食品旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
b9822748-b5a8-41e5-8a48-31ecc7077e64,Hanskin海外旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
a0211c0f-33e1-4156-8ddc-7c9473d10020,德运食品旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
a3daaeb4-de12-4c2c-9f50-6edd34510440,friso美素佳儿官方旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
6a633c2a-465c-475b-8b6c-cf8124b7651d,dutchlady旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
8cd7e33a-413a-494f-8154-5247fa855b24,珍致旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
549c0622-6be4-42db-8d86-1d82569e2d8a,oliveyoung欧利芙洋旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
3fd3e450-99de-4f1c-b36a-32bf99975530,幻曦旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
a3057a71-16cf-4a9c-9ceb-9eb503d2ad63,皇家美素佳儿旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
eb690d08-dccd-47f7-ad22-de6a3ee6e944,普瑞纳宠物食品官方旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
bc2b827b-49c6-4c88-b60b-8f4efaed4b12,朗诺宠物食品旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
c3cecf49-366c-453d-81cb-bedf25e0b955,Hanskin海外旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
3e7ec282-c588-4172-92d2-3395778b1e28,德运食品旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
a82addcc-2930-477d-8032-688a7592b63a,friso美素佳儿官方旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
52fb988d-7030-4c04-916c-e110ddabb818,dutchlady旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
5e711f29-f9dc-4203-a311-4ea9a7a9698a,珍致旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
c04aa0f0-f5b7-4db3-94e6-179af0212ef5,oliveyoung欧利芙洋旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
af47ca7e-2010-4af1-83f6-5b56e7b31307,幻曦旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
467e10cd-716f-4e17-a7ac-4d1cbba58297,批量检查数据表_生意参谋,
b00d4258-2467-4745-a6fd-454a75b47557,生意参谋_高风险模块,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
2f280a51-c2e3-42f0-a3c5-9d8fa09a62a6,市场竞争06（竞品）喜宝,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
4e1a4b40-4ca6-4412-ab2d-ccf909da1a39,市场竞争05（竞品）DrG蒂迩肌,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
231779e0-262f-4693-b781-c78d767810d3,市场竞争04（竞品）布朗博士,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
f5be63d9-24ed-42bd-a75f-98089fd9a69d,市场竞争02（竞品）大宠爱,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
eab81f1f-8871-434e-b64d-593f4c5439cc,市场竞争01（竞品）GOD,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
651bf013-063e-478a-909d-513e1ab87d42,市场竞争6_喜宝,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
d5483ad2-bc45-4acb-8887-865e2356a00e,市场竞争5_DrG蒂迩肌,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
3584ccbd-bdef-471e-87a0-c040020c8594,市场竞争4_布朗博士,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
1396aec7-3a7c-40a7-b327-b256b30d606b,市场竞争3_puella,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争.xlsx
4099cb1e-75ec-42a8-8f6f-60f0549ebbf5,市场竞争2_大宠爱,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
f8f88922-69c6-4db1-9dce-717a03741994,市场竞争1_god,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
3f2971e0-f024-4ef0-b712-306fb3ac4aea,喜宝旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
e5fff170-abe9-4ad0-823e-8887f50a3525,drg蒂迩肌海外旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
1cc6f969-4da2-49d8-b2cf-aab74c948202,Dr.Brown'sNaturalFlow官方旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
99d4545f-72fa-4785-96e3-8d0fb8cc7a9e,大宠爱旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
365eb407-83f0-4ee5-87a0-5397984c1b02,godiva歌帝梵官方旗舰店_生意参谋_市场竞争2,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争2.xlsx
b5a53f57-ab41-47c0-adb7-c07e7c76c377,批量查看数据表,
7b1a4a64-170b-46ab-9369-b5855402fd77,demo,""""""
73f302cf-163e-4137-962d-1c932715d340,喜宝旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
d4b07841-827a-4b16-a0bd-17f9550cae8f,drg蒂迩肌海外旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
af2cc5cd-0708-427f-b537-2273dbd75880,Dr.Brown'sNaturalFlow官方旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
